,e,feat
4970,5266,"1.1603933659077574, 8.70088774852713, 4.4, 1.0031125040527396, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4971,5267,"1.8158305871459657, 8.76142531850397, 4.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4972,5268,"1.7812449164962905, 8.755547816976119, 4.5, 1.0270398789581758, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2035,5269,"1.521031037785467, 8.741186294810642, 3.6, 1.0036960985626284, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16001,5270,"1.0816324727233928, 8.320548458330551, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2036,5271,"1.5756638710667632, 8.718843407465378, 4.8, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4974,5272,"1.5568774018912999, 8.719762789522179, 4.2, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4975,5273,"1.790891437643591, 8.759977395723283, 4.4, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4976,5274,"1.562583102817837, 8.72337309211742, 3.8, 1.0054468820922944, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4978,5275,"1.576775288619742, 8.718905084473347, 4.1, 1.1293634496919918, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8353,5276,"1.5238866319986872, 8.780357790874477, 3.9, 1.0073921971252566, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4980,5277,"1.569679315012265, 8.71981119970785, 4.1, 1.0206203393494002, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8355,5278,"1.7340496338092324, 8.746384488902418, 3.8, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4981,5279,"1.1573695944028, 8.702007866084031, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8356,5280,"1.5641566367878337, 8.725478495668371, 3.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4982,5281,"1.8071656922495718, 8.77480414818953, 3.8, 1.0035015670593321, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8358,5282,"1.5779540937319245, 8.71908792098529, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8359,5283,"1.8088320630536892, 8.771030977894284, 4.1, 1.0223711228790662, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4983,5284,"1.494609070374306, 8.713087333521088, 3.9, 1.1651572462984978, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8360,5285,"1.8108070063161659, 8.776462812696723, 3.9, 1.044158651248244, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8361,5286,"1.7458791725511116, 8.743884303872086, 4.9, 1.0033070355560358, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12093,5287,"1.7899400589163088, 8.770041334048363, 4.3, 1.0157570517669945, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2037,5288,"1.5603221998381516, 8.726344430137045, 4.4, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4984,5289,"1.7696803948391358, 8.754691502200487, 3.9, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2038,5290,"5.201017663484573, 9.862877622273116, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4985,5291,"1.7775673372129406, 8.754574126982758, 4.1, 1.2347995244785475, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12095,5292,"1.7849835210201164, 8.776270425070233, 4.8, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2039,5293,"1.560142517353377, 8.721481366699598, 3.9, 1.0182859613098454, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2040,5294,"1.5989079928210783, 8.71614937595686, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4988,5295,"1.6598931506890713, 8.730982761834253, 5.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2041,5296,"1.600747524733272, 8.716840896600115, 4.4, 1.1223603155733275, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16020,5297,"1.263640358481669, 8.693696663263133, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8366,5298,"1.5551411516198081, 8.72456349640108, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4989,5299,"1.3441306624448917, 8.700195230378439, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2042,5300,"1.5541108801402874, 8.714574688938528, 4.1, 1.135588457797471, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4990,5301,"1.7852361315833205, 8.76154779346824, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2043,5302,"1.767709640103159, 8.745682039340235, 4.0, 1.1122446774019237, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2044,5303,"1.801570006417724, 8.761648217327972, 4.0, 1.0173133037933644, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8371,5304,"1.2666275466539334, 8.693455728293973, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4992,5305,"1.788854912437749, 8.751523094513233, 4.8, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2045,5306,"1.8226610399851504, 8.777980448638544, 3.9, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8374,5307,"1.816010799823963, 8.786184513141245, 4.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4994,5308,"1.7902166872327143, 8.76941948915979, 4.0, 1.2807089592564573, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4995,5309,"1.6098385624362042, 8.724881538540414, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8377,5310,"1.7835776076389678, 8.756781737434409, 4.7, 1.057970387982276, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16030,5311,"1.8075791634379739, 8.76925599178448, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8378,5312,"1.7975972950743309, 8.774273830659084, 4.1, 1.0350156705933211, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2046,5313,"1.807454117365288, 8.750371075485617, 4.0, 1.0087539176483302, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12110,5314,"1.2671520137944974, 8.696633107295739, 3.9, 1.0249000324219173, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12111,5315,"1.7764145645882232, 8.766156904490593, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12112,5316,"1.7904790268416422, 8.779016358033452, 4.6, 1.0879282394898953, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12113,5317,"1.1666101200862036, 8.701592492351814, 3.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16035,5318,"1.8153091421067993, 8.77621346127545, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12114,5319,"1.5555890058390096, 8.720258431269919, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4997,5320,"1.3001375082644975, 8.698796341224321, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2047,5321,"1.8143630122924677, 8.767568449494924, 4.3, 1.0464930292877985, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12116,5322,"1.5632450225526089, 8.721911921217664, 4.0, 1.0284015994812494, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2048,5323,"1.5608899572557338, 8.72635508474198, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12117,5324,"1.7431024445804706, 8.740237193326271, 4.2, 1.019647681832919, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12118,5325,"1.7109524020885765, 8.790675619270562, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2049,5326,"1.8168283312709859, 8.770511371078452, 4.6, 1.0031125040527396, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2050,5327,"1.7732497881944331, 8.746323472741803, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5001,5328,"1.5879270283396858, 8.72108919120317, 4.3, 1.017118772290068, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5002,5329,"1.795293817578485, 8.77884236814784, 4.0, 1.005252350588998, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8384,5330,"1.5664513660954285, 8.724947037241082, 3.9, 1.0202312763428076, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16042,5331,"1.5712829374479185, 8.7206487676157, 4.2, 1.0359883281098021, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2051,5332,"1.8435385647398936, 8.770415305070593, 4.2, 1.0402680211823192, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8386,5333,"1.5658525923740418, 8.720021037445054, 3.2, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2052,5334,"1.788881183512168, 8.767411978298528, 3.3, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16046,5335,"1.8139799476856586, 8.76579606313366, 4.4, 1.3610504701177997, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2053,5336,"1.7834919814327392, 8.765253538630445, 4.3, 1.3075543067113369, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5006,5337,"1.7868056360847886, 8.771951051970479, 4.1, 1.0352102020966174, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5007,5338,"1.597008575583848, 8.725463894682557, 4.3, 1.1017399762239273, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16049,5339,"1.8032887338030497, 8.767101486028459, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5008,5340,"1.7476600385826915, 8.75746617578907, 4.3, 1.085204798443748, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2055,5341,"1.592586419441571, 8.71540951370643, 4.3, 1.005057819085702, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2056,5342,"1.8086076322605233, 8.753922113789164, 1.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16053,5343,"1.6995166908760266, 8.79212203332428, 4.5, 1.0097265751648115, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5011,5344,"1.8102563741398292, 8.781581287400964, 4.5, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12129,5345,"1.561856844134918, 8.722767699834122, 3.0, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8393,5346,"1.805122221512451, 8.77083358403739, 4.2, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2057,5347,"1.7906939141567157, 8.758484036570001, 4.1, 1.1289743866853994, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5012,5348,"1.780515370615361, 8.764412797408427, 4.2, 1.107381389819518, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8395,5349,"1.5983892782770317, 8.73206001159506, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5013,5350,"1.824928649909162, 8.780215222410089, 4.6, 1.0157570517669945, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8396,5351,"1.8139135409839238, 8.77324487263018, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12133,5352,"1.570675468557603, 8.723759014501649, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5014,5353,"1.678754827773841, 8.731795535497618, 4.1, 1.0101156381714038, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12134,5354,"1.1309737124984283, 8.314524897069285, 3.9, 1.026456284448287, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8398,5355,"1.7425374706773331, 8.741792453926243, 3.7, 1.0149789257538095, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5015,5356,"1.5820469203509901, 8.721268000286916, 4.2, 1.0035015670593321, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2058,5357,"1.7998781333193667, 8.761907531334785, 4.0, 1.0671133686371987, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5017,5358,"1.5692342443075082, 8.71999156739384, 4.0, 1.006030476602183, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2059,5359,"1.6835834830635825, 8.795566668969888, 4.5, 1.006808602615368, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2060,5360,"1.7781616838208771, 8.758734896718245, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8401,5361,"1.573774315423563, 8.72278731951916, 4.3, 1.014395331243921, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2061,5362,"1.7950380258559164, 8.750521592821446, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2062,5363,"1.7783249833349233, 8.756391787621983, 4.1, 1.0521344428833892, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5020,5364,"1.1590600359794427, 8.701694693018105, 3.0, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12141,5365,"1.5600578454949607, 8.722351602910466, 3.9, 1.0521344428833892, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16069,5366,"1.794641414812145, 8.762333335233212, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8404,5367,"1.1683703616012373, 8.701088153603557, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5021,5368,"1.7795657415257295, 8.756463059385359, 4.0, 1.0099211066681077, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8406,5369,"1.1551179963142557, 8.699776384080424, 3.9, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5022,5370,"1.8092636138311473, 8.765204218221061, 4.0, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2063,5371,"1.8330469686074098, 8.771561345300004, 4.2, 1.0023343780395548, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5024,5372,"1.8330318846100893, 8.778277680320727, 4.2, 1.0235383118988437, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16074,5373,"1.8005006862070037, 8.776511328867349, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5025,5374,"1.771440053141621, 8.75444752483975, 3.9, 1.0103101696747, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8410,5375,"1.8014025713965056, 8.769562163609129, 3.9, 1.1383118988436183, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2064,5376,"1.6185687241188944, 8.719241306149245, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2065,5377,"1.7475100999379753, 8.757545683206699, 4.0, 1.0340430130768399, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5028,5378,"1.8023776497610529, 8.771380977614013, 4.3, 1.004279693072517, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12150,5379,"1.8039626359047611, 8.772895963932022, 4.2, 1.0108937641845888, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2066,5380,"1.8432638716287677, 8.770578783742677, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5030,5381,"1.5670724874613509, 8.723264900184107, 5.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2067,5382,"1.8612286473403756, 8.772128851079973, 4.3, 2.8643899275910516, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2071,5383,"1.0886159128183461, 8.315540769073754, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12155,5384,"1.782101152048912, 8.756309007139643, 4.5, 1.01186642170107, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12156,5385,"1.8096578390053955, 8.781118550863782, 4.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5032,5386,"1.8098318219129732, 8.765140521264588, 3.9, 1.0147843942505133, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2072,5387,"1.392499368782869, 8.709492835152593, 4.4, 3.763709067329515, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8417,5388,"1.804868152917872, 8.759310101993297, 5.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2074,5389,"1.8058468896156876, 8.779294400204817, 4.2, 1.6034367232249, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5034,5390,"1.5661017036619445, 8.723105236970316, 4.3, 1.0190640873230303, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2075,5391,"1.1978989432091396, 8.752655094853637, 4.3, 2.0098130336107207, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8419,5392,"1.5782613407072121, 8.719635158701688, 4.1, 1.0085593861450342, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5036,5393,"1.554624637377656, 8.721876765385467, 4.6, 1.0027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2076,5394,"1.8016757534569328, 8.773872540456736, 3.9, 1.0369609856262834, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2077,5395,"1.8142750532360399, 8.754055449093864, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8423,5396,"1.8647842291620966, 8.773046674534529, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12161,5397,"1.26404762640931, 8.692737692709358, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2078,5398,"1.561053256769779, 8.719690177360873, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2079,5399,"1.57759144156437, 8.722514975597596, 3.6, 1.0334594185669512, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8426,5400,"1.7942888363159106, 8.766238943078264, 4.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16091,5401,"1.8250065352942704, 8.774614491234171, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5041,5402,"1.0543880165585362, 8.278220817661913, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16092,5403,"1.1039959435269644, 8.304844879883152, 3.4, 1.0040851615692208, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5042,5404,"1.5225412136647867, 8.741711406609598, 4.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12163,5405,"1.1646886998300356, 8.70070081600849, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12164,5406,"1.8220240658417275, 8.773749167737575, 4.2, 1.0054468820922944, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16095,5407,"1.2611121850960405, 8.69452605162641, 4.3, 1.0036960985626284, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12165,5408,"1.2570878064226356, 8.69676382414867, 3.7, 1.0083648546417379, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2080,5409,"1.766564767357531, 8.753787269757494, 4.1, 1.005252350588998, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12166,5410,"1.0889726798410795, 8.315433942476007, 4.0, 1.067307900140495, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16098,5411,"1.2738119299820827, 8.700019151965822, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2081,5412,"1.6198766047722923, 8.719515913161267, 4.0, 1.0062250081054793, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8430,5413,"1.419724154778991, 8.765803700284652, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2082,5414,"1.8163833666048737, 8.774710632054939, 4.0, 1.032292229547174, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2083,5415,"1.567038024901568, 8.717088271713742, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2084,5416,"1.7676415898024187, 8.752725624722345, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2085,5417,"1.165534305008447, 8.70012494988609, 4.0, 1.2085377715335568, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12170,5418,"1.523081215466914, 8.78116056454585, 4.2, 1.0036960985626284, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12171,5419,"1.823834198539461, 8.771830777752578, 4.5, 1.0249000324219173, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5047,5420,"1.5711432315324938, 8.725113851321964, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2086,5421,"1.7861712863978427, 8.776656135484558, 4.0, 1.3721387658056847, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12175,5422,"1.8081775130047788, 8.779634456042235, 4.2, 1.1186642170106993, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5050,5423,"1.79882416220258, 8.762376751657298, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2088,5424,"1.7997294406287372, 8.775072919794754, 4.4, 1.113411866421701, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5052,5425,"1.5581934740300625, 8.722338460776351, 3.8, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2089,5426,"1.5135699201022668, 8.724149494238837, 4.3, 1.039100832162542, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2090,5427,"1.825826691197765, 8.775452408268922, 4.0, 1.0305414460175077, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8439,5428,"1.7382215122385078, 8.743919752721506, 3.9, 1.0266508159515833, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8440,5429,"1.8469831506094545, 8.780010253746292, 2.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2091,5430,"1.1621242612276532, 8.704563556057447, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8441,5431,"1.4768083894665844, 8.70964038490975, 4.1, 1.005057819085702, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16109,5432,"1.8135771598907873, 8.778771595137183, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2092,5433,"1.739159264999845, 8.743925288876675, 4.0, 1.0145898627472172, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2093,5434,"1.5738853378853843, 8.725164518363686, 4.2, 1.0083648546417379, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2094,5435,"1.5726793868799573, 8.719438238659876, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8444,5436,"1.7968536990728756, 8.775628923090167, 4.0, 1.0122554847076624, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16113,5437,"1.8065867212452265, 8.779711220319916, 4.6, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2095,5438,"1.7858514738430626, 8.754904089312049, 5.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2096,5439,"1.7944821182569664, 8.764211575624424, 4.4, 1.027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5056,5440,"1.5570011224809184, 8.720081049865827, 4.3, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16116,5441,"1.4516825324191736, 8.714329894870215, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
16117,5442,"1.7868488998521466, 8.772258264941428, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2097,5443,"1.8051754529124846, 8.777760517393213, 4.5, 4.804452609964336, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2107,5444,"1.579185971186173, 8.723459457384918, 4.1, 1.3275910515508484, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5058,5445,"1.7501433576212788, 8.743209722118012, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8448,5446,"1.739515289752057, 8.753935785848041, 3.8, 1.012060953204366, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2108,5447,"1.5792311171394866, 8.718222510206967, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8450,5448,"1.8154252279139413, 8.769895748130033, 4.0, 1.019647681832919, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8451,5449,"1.808460742226866, 8.801112044828537, 4.9, 1.0064195396087756, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5060,5450,"1.8095394998770349, 8.775501834663258, 3.9, 1.0340430130768399, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2109,5451,"1.7946826373355762, 8.761774570094623, 4.0, 1.2635901869663893, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2110,5452,"1.1706066371055082, 8.699527961586089, 3.9, 1.504614719550416, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8455,5453,"1.7905466264781378, 8.773905121478027, 4.7, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2111,5454,"1.5850668744647098, 8.72491458714238, 3.9, 1.1373392413271373, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2112,5455,"1.7765542439939868, 8.777368828180684, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8458,5456,"1.7935629222585892, 8.781087272833966, 3.9, 1.0112828271911813, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12195,5457,"1.2350790613978697, 8.695603806374342, 4.4, 1.0250945639252134, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2113,5458,"1.800074410852158, 8.759159285405838, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8460,5459,"1.8233483029561928, 8.78033738565391, 4.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5065,5460,"1.5997973919600739, 8.715923821274636, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5066,5461,"1.57828737319468, 8.716314363355913, 4.2, 1.0245109694153247, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2114,5462,"1.7571679672203446, 8.76122117278216, 4.4, 1.0077812601318492, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12200,5463,"1.8089113004315278, 8.778907841910872, 3.8, 1.0245109694153247, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2115,5464,"1.164739518850884, 8.70182325276553, 4.4, 1.1099102993623688, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2116,5465,"1.5984797027319688, 8.723275916384761, 4.4, 1.002528909542851, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5069,5466,"1.7845319554483225, 8.76105839859829, 3.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5070,5467,"1.1632263473798279, 8.700733883313681, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5071,5468,"1.771131851818522, 8.75578279808471, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2117,5469,"1.571814217571454, 8.724261782178845, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2118,5470,"1.7950369124501355, 8.76452098934174, 4.1, 1.012644547714255, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12205,5471,"1.6353861086670438, 8.721115911880027, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2119,5472,"1.79490913588233, 8.771605210601535, 4.9, 1.0112828271911813, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8470,5473,"1.7759045452131073, 8.76589754060851, 5.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2121,5474,"1.7978830957335719, 8.749196712336243, 5.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
