,e,feat
255,664,"1.8527663392761777, 8.782009504015665, 3.0, 1.0744089012517386"
1339,665,"1.5506541793554796, 8.714317662959811, 4.8, 1.015299026425591"
256,666,"1.5926301073635099, 8.730780573716858, 0.0, 1.0"
257,667,"1.3881934840153685, 8.70791597855994, 5.0, 1.0132127955493742"
2657,668,"1.3064558739749792, 8.69161147166607, 4.8, 1.0027816411682893"
1341,669,"1.5963278339895028, 8.72621975442641, 2.5, 1.0118219749652295"
5871,670,"1.7994374632183971, 8.771795490997793, 4.3, 1.10778859527121"
1342,671,"1.8331867805614799, 8.768532438747924, 0.0, 1.0"
5872,672,"1.5699245028702853, 8.722012158045128, 0.0, 1.0"
1343,673,"1.159444240501693, 8.701440790478282, 3.4, 1.0507649513212796"
258,674,"1.8175583543258185, 8.772671768350953, 3.0, 1.0027816411682893"
2661,675,"1.811211808845301, 8.77399722863619, 2.3, 1.1773296244784424"
259,676,"1.5781207069536407, 8.718180677322762, 3.6, 1.105702364394993"
4213,677,"1.7918146366008347, 8.77068083478315, 4.3, 1.0584144645340752"
1346,678,"1.7280396019701598, 8.789599728610913, 2.8, 1.0083449235048678"
260,679,"1.1624348219106118, 8.699026440790687, 2.7, 1.5611961057023644"
261,680,"1.8130200858667376, 8.782245862928638, 1.0, 1.0013908205841446"
1348,681,"1.5951090788176332, 8.714473311214224, 0.0, 1.0"
4216,682,"3.082942562515239, 8.77712403411237, 0.0, 1.0"
262,683,"1.4504499922233913, 8.71451514409843, 3.0, 1.2079276773296246"
4217,684,"1.8026880248763844, 8.772518083935367, 4.2, 1.0312934631432544"
263,685,"1.5725949005891682, 8.722304202699046, 4.5, 1.0125173852573017"
1350,686,"1.164363585342982, 8.70359014037808, 4.7, 1.004172461752434"
264,687,"10.001176207165368, 0.999238186395578, 3.5, 1.015299026425591"
265,688,"1.832983690045717, 8.768549845217775, 3.8, 1.064673157162726"
266,689,"1.8164047068822766, 8.772479854539545, 3.8, 1.155076495132128"
1354,690,"1.2009589799308529, 8.752704870374876, 3.0, 1.0027816411682893"
4219,691,"1.5755539355010573, 8.722270786266952, 4.8, 1.045201668984701"
268,692,"1.6820442791050612, 8.732942922359367, 2.9, 1.1968011126564673"
2666,693,"1.710217739843003, 8.790810494474279, 0.0, 1.0"
2667,694,"1.8069215912876668, 8.779359400152767, 0.0, 1.0"
2668,695,"1.7957047968587183, 8.771759269081661, 5.0, 1.0013908205841446"
5883,696,"1.574105924777652, 8.722421266196326, 4.7, 1.0333796940194715"
5884,697,"1.7987893550171998, 8.775963935290726, 5.0, 1.0006954102920724"
1355,698,"1.7950891629927002, 8.771525728121542, 2.6, 1.2211404728789985"
269,699,"1.2630516849412645, 8.69288260531152, 2.9, 1.4728789986091795"
270,700,"1.5731798627769802, 8.721695057301549, 4.7, 1.017385257301808"
2672,701,"1.8130814292231499, 8.773803288641867, 5.0, 1.0090403337969402"
271,702,"1.59736054435787, 8.72162252618756, 4.5, 1.0055632823365785"
272,703,"1.81177023486208, 8.782829827548296, 4.5, 1.111961057023644"
4227,704,"1.7507769385280465, 8.743344852932495, 0.0, 1.0"
2674,705,"1.5609998398021165, 8.721141466722406, 4.2, 1.0319888734353269"
273,706,"1.5617295447410147, 8.725323757637668, 5.0, 1.0006954102920724"
2676,707,"10.000265043594386, 1.000054345343015, 2.0, 1.002086230876217"
274,708,"1.4955542723504882, 8.712624709203268, 3.0, 1.1300417246175243"
275,709,"1.5738691935016096, 8.723183148379247, 0.0, 1.0"
1362,710,"1.5702622889754743, 8.723055611074892, 3.3, 1.2273991655076495"
276,711,"1.619908734481875, 8.720506548278214, 5.0, 1.006258692628651"
277,712,"1.2277034903919146, 8.696431262070838, 3.4, 1.0048678720445063"
1364,713,"1.7918462361171894, 8.774793456178141, 4.5, 1.0876216968011128"
278,714,"1.5814306237434375, 8.72398531731295, 0.0, 1.0"
279,715,"1.2852875647446567, 8.698890910974029, 3.1, 1.011126564673157"
1366,716,"1.798909894447454, 8.775858654826404, 3.5, 1.325452016689847"
4234,717,"1.8002301286030518, 8.76946142179454, 4.8, 1.4033379694019472"
1367,718,"1.5767180542608417, 8.723909188944983, 4.2, 1.0285118219749652"
280,719,"1.5760799667116414, 8.725448726365526, 1.0, 1.0006954102920724"
1369,720,"1.8019076864842676, 8.769133292381488, 0.0, 1.0"
1370,721,"1.799518768349822, 8.775916055029814, 4.4, 1.062586926286509"
281,722,"1.7954914205943435, 8.771502037367446, 4.9, 1.0055632823365785"
282,723,"1.8307079946749871, 8.776882531811994, 4.8, 1.0027816411682893"
2689,724,"1.8053367376922642, 8.778816295849516, 5.0, 1.0013908205841446"
5904,725,"1.1706021304630756, 8.699768054910036, 1.8, 1.0034770514603617"
283,726,"1.8170343908688222, 8.775549658814487, 5.0, 1.0006954102920724"
284,727,"1.754221100243024, 8.757731587047857, 0.0, 1.0"
1374,728,"1.1688914620148063, 8.69870950837615, 5.0, 1.002086230876217"
5907,729,"1.5617789322401485, 8.721015382035342, 4.5, 1.0013908205841446"
4244,730,"1.8085571313556104, 8.774665744310335, 0.0, 1.0"
285,731,"1.594011181191954, 8.72515763557618, 4.7, 1.0104311543810849"
4246,732,"1.260980750194963, 8.695021419060156, 4.8, 1.0034770514603617"
286,733,"1.7713950397366132, 8.753792893194387, 0.0, 1.0"
287,734,"1.5521852713576223, 8.724104675072732, 2.8, 1.2009735744089012"
5912,735,"1.795354339135394, 8.77467760839061, 0.0, 1.0"
2694,736,"1.7940509386147676, 8.771084494060906, 0.0, 1.0"
1378,737,"1.7919808521776304, 8.774763930017247, 0.0, 1.0"
4251,738,"1.5918625731378366, 8.715317462657948, 1.0, 1.0006954102920724"
288,739,"1.5171139967309504, 8.716325373322158, 4.3, 1.3184979137691237"
4252,740,"1.8026541190194907, 8.772704230918475, 4.5, 1.0271210013908205"
289,741,"1.8011254128868721, 8.77711395307306, 4.5, 1.0139082058414464"
290,742,"1.1622260583273176, 8.699767238202462, 4.9, 1.011126564673157"
4255,743,"1.8016063511634632, 8.775286435833252, 4.4, 1.0598052851182198"
291,744,"1.5240035661149944, 8.780886163269324, 4.6, 1.0097357440890125"
2699,745,"1.5054395925274182, 8.723347936277214, 5.0, 1.0006954102920724"
1382,746,"1.7625126595783316, 8.756039749250519, 3.8, 1.006258692628651"
2701,747,"1.7142120035410908, 8.73445247227275, 0.0, 1.0"
292,748,"1.7830454261869457, 8.768659215454383, 4.5, 1.2621696801112656"
5919,749,"1.1646679692748432, 8.702939598505004, 4.6, 1.0069541029207232"
294,750,"1.548006049752149, 8.72407968756157, 4.4, 1.021557719054242"
1384,751,"1.5979963785858526, 8.725426195211499, 5.0, 1.0027816411682893"
1385,752,"1.5991167564043725, 8.716192954475579, 4.8, 1.0034770514603617"
295,753,"1.2735307420039206, 8.699573210926413, 0.0, 1.0"
2703,754,"1.271469801399956, 8.693905646886307, 4.7, 1.006258692628651"
296,755,"1.3258067338410298, 8.691745018940676, 5.0, 1.002086230876217"
297,756,"1.6213219645295611, 8.718954411117139, 3.6, 1.411682892906815"
1388,757,"1.5686134940768452, 8.725109131874373, 3.6, 1.0090403337969402"
1389,758,"1.5798513901962457, 8.71829746027164, 0.0, 1.0"
298,759,"1.7948984789984586, 8.774546928944133, 4.3, 1.004172461752434"
4266,760,"1.791535357318291, 8.761783535174725, 4.9, 1.0055632823365785"
1391,761,"1.6780808991624712, 8.731735092902627, 0.0, 1.0"
1392,762,"1.5629389420024191, 8.72182485769636, 4.8, 1.0187760778859527"
299,763,"1.8138357086181385, 8.784053511107052, 3.9, 2.1863699582753826"
2710,764,"1.5962424993895494, 8.725065073306162, 0.0, 1.0"
1393,765,"1.8046905912060058, 8.77691490086338, 3.7, 1.5180806675938805"
2712,766,"1.5436864594897166, 8.723914145300116, 0.0, 1.0"
1394,767,"1.8034011612769243, 8.776023922773861, 5.0, 1.0006954102920724"
5933,768,"1.793838357640233, 8.771060167397096, 4.8, 1.0139082058414464"
301,769,"1.8106649675505402, 8.773416499674791, 3.3, 2.1842837273991655"
5934,770,"1.5726349301778386, 8.723282057277599, 3.5, 1.041029207232267"
302,771,"1.163058276126737, 8.704483119712881, 1.8, 1.1328233657858136"
1395,772,"1.8269723857428959, 8.775392713803008, 0.0, 1.0"
4274,773,"1.120853251625138, 8.317343772617484, 4.2, 1.004172461752434"
5937,774,"1.1174021708885418, 8.307856616872924, 3.2, 1.0396383866481225"
4275,775,"1.8021476254293365, 8.77517422270615, 0.0, 1.0"
303,776,"1.8007916297405488, 8.769310779770532, 3.4, 1.0125173852573017"
4277,777,"1.730922739721544, 8.790055177124007, 5.0, 1.0069541029207232"
5939,778,"1.0805959979831101, 8.317101210467582, 5.0, 1.0006954102920724"
1397,779,"1.2715474747077762, 8.693618970058514, 3.7, 1.002086230876217"
304,780,"1.5912799703098868, 8.720248549731696, 5.0, 1.0097357440890125"
1399,781,"1.7940807354741484, 8.77103264871589, 3.7, 1.002086230876217"
305,782,"1.5777522226605845, 8.71883363191211, 4.4, 1.0292072322670376"
2718,783,"1.8063354626747579, 8.77505151083434, 3.9, 1.0299026425591098"
2719,784,"1.8119953018871193, 8.77501867420228, 0.0, 1.0"
306,785,"1.8293688061115096, 8.77388671750274, 4.8, 1.0716272600834493"
1402,786,"1.79680409949645, 8.760866721694425, 0.0, 1.0"
2722,787,"1.7968077578297201, 8.760867463589092, 5.0, 1.0006954102920724"
4285,788,"1.0894852176340253, 8.315892595475312, 3.0, 1.0006954102920724"
307,789,"1.7898489982295, 8.771192118663002, 2.6, 1.2788595271210013"
2725,790,"1.5823474338722914, 8.718650440038855, 5.0, 1.0013908205841446"
2726,791,"1.5748452527236276, 8.722141440983995, 4.4, 1.0312934631432544"
308,792,"1.1666388830687913, 8.698622438620436, 4.3, 1.411682892906815"
1404,793,"1.8082177546707392, 8.769497250942907, 0.0, 1.0"
1405,794,"1.7942107653631725, 8.777333248408677, 0.0, 1.0"
4291,795,"1.2618023906394953, 8.692885223763287, 3.2, 1.045201668984701"
309,796,"1.7859448408704122, 8.759095800419269, 4.4, 1.0959666203059806"
1407,797,"1.8065338079611326, 8.779247648371932, 4.0, 1.0632823365785813"
5954,798,"1.5732122045638501, 8.723738465889674, 0.0, 1.0"
2732,799,"1.520504502891317, 8.740654075785459, 1.0, 1.0006954102920724"
1408,800,"1.2541173458466952, 8.695513656820596, 4.1, 1.0208623087621698"
4295,801,"1.8043620834822995, 8.773877521749505, 0.0, 1.0"
310,802,"1.268310989679975, 8.692572642966214, 4.4, 1.062586926286509"
1409,803,"1.7867318066778708, 8.758859129785845, 3.5, 1.0333796940194715"
2734,804,"1.1932618202228058, 8.702217541726602, 3.9, 1.0521557719054242"
1410,805,"1.5231294895602705, 8.77860094689478, 4.5, 1.0125173852573017"
311,806,"1.7957244935371177, 8.763109519150316, 0.0, 1.0"
312,807,"1.5752375161829333, 8.719273145275869, 0.0, 1.0"
313,808,"1.780491962584371, 8.758180439556256, 3.9, 1.099443671766342"
1414,809,"1.526693183338371, 8.779864299997831, 3.9, 1.0382475660639778"
1415,810,"1.5869968043221778, 8.72203289992378, 0.0, 1.0"
1416,811,"1.7423305892799936, 8.741178539205881, 3.6, 1.0368567454798332"
4300,812,"1.536093403221873, 8.780642254487084, 4.4, 1.0069541029207232"
2738,813,"1.130835173008104, 8.315074061218057, 4.2, 1.004172461752434"
314,814,"1.823017780498219, 8.775111728990607, 4.3, 1.0305980528511822"
2740,815,"1.1705375264183138, 8.699788447661787, 3.0, 1.5813630041724616"
2741,816,"1.8331867275421576, 8.768532550967285, 0.0, 1.0"
315,817,"1.7109949500950767, 8.73528111250695, 2.5, 1.06884561891516"
316,818,"1.7075688944788148, 8.790935600359134, 3.1, 1.25452016689847"
5961,819,"1.0810467417554017, 8.317918055200007, 5.0, 1.0013908205841446"
5962,820,"1.802194361962333, 8.775240669036982, 3.0, 1.0013908205841446"
317,821,"1.7519267685803497, 8.743498487472811, 4.6, 1.0187760778859527"
1420,822,"1.813669996724908, 8.773682210185207, 5.0, 1.0013908205841446"
1421,823,"1.8014042680148332, 8.774654011152649, 4.1, 1.0048678720445063"
1422,824,"1.3916303025541472, 8.708125710312192, 4.2, 1.0208623087621698"
1423,825,"1.771240011236916, 8.75417478191601, 4.5, 1.0083449235048678"
318,826,"1.8015898621540911, 8.768941746400209, 4.6, 1.0243393602225312"
4310,827,"1.81389066314616, 8.784055880182462, 0.0, 1.0"
2749,828,"1.7977243293716212, 8.77512986488631, 5.0, 1.0013908205841446"
5969,829,"5.965622332989994, -3.41318293735143, 2.5, 1.0055632823365785"
319,830,"1.5860152576002564, 8.72446287927467, 2.7, 1.0125173852573017"
5970,831,"1.7903076418808794, 8.776218037331637, 3.7, 1.004172461752434"
5971,832,"1.5869968043221778, 8.72203289992378, 0.0, 1.0"
4312,833,"1.820129287795238, 8.775261124132822, 0.0, 1.0"
320,834,"1.1329220400608886, 8.314526418265075, 3.7, 1.002086230876217"
1426,835,"1.8045400163294216, 8.776018798089686, 5.0, 1.021557719054242"
1427,836,"1.8081136777401978, 8.778348920912059, 0.0, 1.0"
321,837,"1.7776885128750672, 8.761486721197944, 0.0, 1.0"
322,838,"1.7368641645569918, 8.744005313750248, 3.3, 1.0090403337969402"
1430,839,"1.8151889207924814, 8.777200411856695, 0.0, 1.0"
323,840,"1.577613577131614, 8.722039845055376, 3.1, 1.1801112656467316"
324,841,"1.746355604185272, 8.744165799906023, 5.0, 1.0013908205841446"
4319,842,"1.1671855387959225, 8.700051346453757, 4.3, 1.0973574408901252"
325,843,"1.8098581460067145, 8.765525645644468, 4.5, 1.111961057023644"
2757,844,"1.27025613608307, 8.696790862780384, 1.9, 1.1383866481223923"
2758,845,"1.5912918996575032, 8.715203921601736, 4.0, 1.0006954102920724"
1433,846,"1.5207468277059082, 8.740821862434142, 3.7, 1.002086230876217"
326,847,"1.7518369008283026, 8.757886811362459, 4.1, 1.0055632823365785"
1434,848,"1.781308645722226, 8.7560806594422, 2.8, 1.0764951321279554"
2761,849,"1.8057526742791756, 8.77486349976295, 0.0, 1.0"
5982,850,"1.7886452475259667, 8.759555881098228, 2.8, 1.0611961057023644"
4326,851,"1.8106740338547294, 8.776554034568811, 4.5, 1.0069541029207232"
327,852,"1.7919601481321, 8.772268333511919, 4.9, 1.0132127955493742"
1436,853,"1.8126738696892302, 8.782203094883085, 3.7, 1.0076495132127956"
328,854,"1.7807618574467883, 8.756984592633563, 0.0, 1.0"
329,855,"1.8159324902842755, 8.772882915314042, 2.6, 1.0528511821974966"
330,856,"1.7054382599751063, 8.73536134935043, 5.0, 1.002086230876217"
2765,857,"1.2118773551017483, 8.69936111633316, 0.0, 1.0"
331,858,"1.813556747451532, 8.779766937232905, 3.4, 2.2378303198887344"
1439,859,"1.5470875164953055, 8.724069562881398, 4.5, 1.066759388038943"
333,860,"1.8122147223542875, 8.765168264384515, 4.8, 1.0347705146036161"
4332,861,"1.5731549967146137, 8.72228190221815, 4.0, 1.0034770514603617"
2768,862,"1.1802210285432269, 8.711826418071945, 0.0, 1.0"
334,863,"1.7930532740187326, 8.761879962778307, 2.4, 1.03894297635605"
4335,864,"1.1619584432957772, 8.69960399643792, 4.6, 1.0180806675938805"
5992,865,"1.228047718344814, 8.696796398935552, 0.0, 1.0"
335,866,"1.5707974395095698, 8.71439480753644, 0.0, 1.0"
1443,867,"4.869885483299712, 8.337131132083965, 0.0, 1.0"
336,868,"1.5742875424677054, 8.720903380878147, 4.5, 1.0055632823365785"
1445,869,"1.1964122813994553, 8.751368811594386, 0.0, 1.0"
337,870,"1.575745441294802, 8.716718577496069, 4.3, 1.011126564673157"
4337,871,"1.5869968043221778, 8.72203289992378, 4.0, 1.0013908205841446"
1447,872,"1.7518793427961548, 8.757887584429172, 0.0, 1.0"
1448,873,"1.083088224267919, 8.31664399138234, 5.0, 1.002086230876217"
338,874,"1.789958668698591, 8.776197239343302, 3.0, 1.0013908205841446"
5995,875,"1.7954708490971196, 8.774744890132244, 4.2, 1.0034770514603617"
1450,876,"1.6792373036107957, 8.731407867478875, 0.0, 1.0"
2775,877,"1.5766577447812224, 8.721895643175836, 4.9, 1.041029207232267"
4341,878,"1.5707227352838267, 8.725016039679591, 0.0, 1.0"
4342,879,"1.7099634591711323, 8.79050170419786, 1.0, 1.0006954102920724"
339,880,"1.8099794807268097, 8.773345664320042, 4.8, 1.1842837273991655"
2776,881,"1.7108812766671182, 8.735237945459223, 4.6, 1.0076495132127956"
1452,882,"1.2838305672460475, 8.69876115422008, 4.2, 1.0319888734353269"
4344,883,"1.5694201830723635, 8.725198838785081, 5.0, 1.0006954102920724"
340,884,"1.1644461364284915, 8.701217187166066, 3.1, 1.0132127955493742"
2778,885,"1.5955805001257932, 8.713833286789084, 4.4, 1.0340751043115437"
1454,886,"1.8151474596820973, 8.778707873243071, 5.0, 1.002086230876217"
6003,887,"1.805519203691481, 8.776558822594902, 3.6, 1.0034770514603617"
2780,888,"1.8082842143917972, 8.771401071114132, 5.0, 1.0006954102920724"
1455,889,"1.8021998759718985, 8.776663679119414, 4.5, 1.0924895688456189"
341,890,"1.808118582027551, 8.774591829157554, 3.3, 1.512517385257302"
6006,891,"1.1901218833817202, 8.698392276709981, 3.5, 1.152990264255911"
1457,892,"1.8079905138534675, 8.775885631114027, 4.2, 1.1738525730180807"
2783,893,"1.5695687432146865, 8.725991157352606, 1.0, 1.0006954102920724"
342,894,"1.5583931978188312, 8.722913435378269, 2.9, 1.6439499304589709"
6009,895,"1.8265654359311903, 8.775463249906126, 0.0, 1.0"
343,896,"1.817999342542726, 8.77146148253708, 3.8, 1.017385257301808"
6011,897,"1.8329901584030912, 8.790479397482557, 0.0, 1.0"
344,898,"1.8253211784650825, 8.775430070381573, 4.0, 2.1599443671766343"
2787,899,"1.2287114937558838, 8.696516318112453, 2.1, 1.0639777468706537"
6014,900,"1.8146095786528802, 8.780791668332524, 0.0, 1.0"
6015,901,"1.2638393399999188, 8.692867692605256, 4.4, 1.0319888734353269"
346,902,"1.8302237692003853, 8.791615487595246, 4.9, 1.0966620305980528"
347,903,"1.80773594157532, 8.770557854831754, 4.6, 1.0542420027816413"
1462,904,"1.8000436596449676, 8.761791708484889, 1.0, 1.0006954102920724"
4357,905,"5.965684498145911, -3.4132081804733607, 4.3, 1.015299026425591"
1463,906,"1.596733113692542, 8.73221827206683, 0.0, 1.0"
348,907,"1.7418416450856666, 8.741318582734635, 4.4, 1.0097357440890125"
349,908,"1.5884956075567702, 8.72090087464574, 0.0, 1.0"
6019,909,"1.8008490231574177, 8.775579253553882, 4.3, 1.023643949930459"
6020,910,"1.8224247328636896, 8.775999608578868, 0.0, 1.0"
2793,911,"1.8074830128961814, 8.778032375030877, 4.8, 1.0333796940194715"
4361,912,"10.000628093406856, 0.9998915399871016, 5.0, 1.0006954102920724"
6023,913,"1.1799483766760268, 8.710683332952389, 0.0, 1.0"
1466,914,"1.2127100765847327, 8.69929327349472, 5.0, 1.0006954102920724"
1467,915,"1.7479596772851673, 8.742924884440866, 3.3, 2.431849791376912"
350,916,"1.5039053458755731, 8.723454681827645, 4.4, 1.0146036161335188"
1468,917,"1.8067518234162474, 8.771927342513155, 0.0, 1.0"
1469,918,"1.2673065916299517, 8.692676389765928, 5.0, 1.0006954102920724"
2796,919,"1.3971001470234663, 8.708624026621381, 5.0, 1.0333796940194715"
1470,920,"1.2628638639904501, 8.69346982429266, 4.5, 1.0027816411682893"
1471,921,"1.8119631986871996, 8.779406550987828, 0.0, 1.0"
2798,922,"1.0579233449989696, 8.27853172763738, 0.0, 1.0"
351,923,"1.553812354843588, 8.721898380081376, 0.0, 1.0"
352,924,"1.8100276222718588, 8.753185649291625, 3.7, 1.0243393602225312"
2799,925,"1.803699739592945, 8.770604806165728, 4.3, 1.004172461752434"
4366,926,"1.2653241991526292, 8.69288137713295, 1.0, 1.0013908205841446"
1472,927,"1.38451927145901, 8.707507300582959, 3.8, 1.049374130737135"
4367,928,"1.7955858745178084, 8.763111470520325, 0.0, 1.0"
353,929,"1.2077027991966762, 8.696021860902416, 4.0, 1.0006954102920724"
2801,930,"1.7965681370005875, 8.7753327450231, 4.6, 1.049374130737135"
354,931,"1.2581832121401453, 8.695572846299383, 3.7, 1.0535465924895688"
355,932,"1.3125522212714786, 8.696177153795519, 4.6, 1.0083449235048678"
356,933,"1.6812816756764022, 8.731916676298367, 0.0, 1.0"
357,934,"1.826927610924841, 8.775333112853229, 5.0, 1.4026425591098748"
2803,935,"1.5695665959321161, 8.720020308019205, 4.6, 1.015299026425591"
4371,936,"1.5553929668931712, 8.714314514583279, 0.0, 1.0"
2804,937,"1.2571705960950972, 8.694264106699013, 4.8, 1.0479833101529903"
1475,938,"1.8042525720711762, 8.777115985490386, 3.8, 1.3087621696801113"
358,939,"1.8248713095116171, 8.774955613155521, 4.5, 1.0542420027816413"
359,940,"1.7926368602579146, 8.7632283220477, 3.7, 1.0125173852573017"
1478,941,"1.8299822926949565, 8.788242335682918, 5.0, 1.0034770514603617"
4376,942,"1.8069215647780066, 8.779359393918359, 0.0, 1.0"
4377,943,"1.8028822081459257, 8.772166868505888, 4.2, 1.0222531293463144"
360,944,"1.5716538871394823, 8.721527644717403, 0.0, 1.0"
361,945,"1.5544976560996897, 8.724142062823342, 3.9, 1.0076495132127956"
1481,946,"1.7901182568600449, 8.77795492496821, 5.0, 1.0013908205841446"
2811,947,"1.5231428769392634, 8.72305369087693, 4.6, 1.0146036161335188"
6043,948,"1.79870136945111, 8.761478192526468, 5.0, 1.0146036161335188"
362,949,"1.546315767233474, 8.724048085342487, 4.1, 1.0243393602225312"
6044,950,"1.7846713167381507, 8.757123557609566, 0.0, 1.0"
363,951,"1.8194530793529866, 8.770708104087998, 5.0, 1.002086230876217"
6045,952,"1.7924412984859828, 8.776512769015822, 2.7, 1.0208623087621698"
2813,953,"1.8059997178134912, 8.77886786064613, 0.0, 1.0"
364,954,"4.623454348670918, 9.915389731095505, 2.4, 1.062586926286509"
1484,955,"1.1705456118650321, 8.699780729463479, 3.2, 1.0528511821974966"
365,956,"1.5595986451406922, 8.722815461641263, 4.8, 1.0180806675938805"
2816,957,"1.7432747308697207, 8.741251182539232, 5.0, 1.002086230876217"
366,958,"1.7842829236894042, 8.756980322063416, 4.7, 3.687065368567455"
1488,959,"1.7955858745178084, 8.763111470520325, 0.0, 1.0"
4385,960,"1.260423092958364, 8.694281856061357, 4.2, 1.1432545201668984"
368,961,"1.7092893715017912, 8.790867283705612, 4.0, 1.0139082058414464"
6051,962,"1.4520629195501833, 8.70775417694387, 4.0, 1.0013908205841446"
369,963,"1.798716559487075, 8.776709458384502, 5.0, 1.0006954102920724"
370,964,"1.7769794854720393, 8.761394383366648, 4.5, 1.1390820584144645"
371,965,"1.8316041007583097, 8.774079379443224, 4.1, 1.0048678720445063"
4388,966,"1.5186358103516149, 8.716374612684225, 4.4, 1.070931849791377"
1491,967,"1.1622192453443452, 8.699303959271699, 4.9, 1.1237830319888735"
6054,968,"1.1673185907863433, 8.699094283629128, 4.0, 1.021557719054242"
1492,969,"1.523791038159783, 8.723240511176204, 3.2, 1.0785813630041725"
6055,970,"1.8017158625745875, 8.777942836449212, 0.0, 1.0"
372,971,"1.2635164788340818, 8.695450115724347, 3.7, 1.2531293463143254"
2823,972,"1.8058961180568547, 8.778843053932828, 4.3, 1.015299026425591"
2824,973,"1.5589941453324503, 8.723513085770902, 4.3, 1.0208623087621698"
4391,974,"1.7704032867950632, 8.752632513824338, 0.0, 1.0"
4392,975,"1.1679087753774455, 8.698956758801598, 3.2, 1.006258692628651"
6059,976,"1.5939230365678956, 8.71543385907347, 0.0, 1.0"
1493,977,"1.7945064541261058, 8.777526122319065, 0.0, 1.0"
4394,978,"1.7704402942823378, 8.75263159736622, 2.0, 1.0006954102920724"
2826,979,"1.7780196715649135, 8.765409847732208, 4.5, 1.0104311543810849"
1494,980,"1.7939654714665076, 8.762263048506453, 4.6, 1.0340751043115437"
2828,981,"1.7955858745178084, 8.763111470520325, 0.0, 1.0"
373,982,"1.7971700123523542, 8.774633256805178, 4.8, 1.0806675938803894"
374,983,"1.2976920980416704, 8.69903601060846, 4.6, 1.0570236439499305"
6066,984,"1.1327917450752505, 8.314399816122066, 4.6, 1.015299026425591"
375,985,"1.1043960273363744, 8.304930334926942, 4.5, 1.0013908205841446"
1496,986,"1.1499013191110299, 8.702535901820793, 3.4, 1.027816411682893"
4400,987,"1.7115759093240221, 8.735110713640909, 0.0, 1.0"
376,988,"1.7955624134674952, 8.763107542842672, 3.0, 1.3504867872044506"
377,989,"1.2101279295285545, 8.750551443171608, 0.0, 1.0"
1498,990,"1.741688048107683, 8.74215356959717, 0.0, 1.0"
4403,991,"1.091126510298487, 8.318663422433557, 3.5, 1.0013908205841446"
378,992,"1.7930824346462408, 8.774823836453066, 4.1, 1.0333796940194715"
1500,993,"1.182310917697408, 8.710957771635368, 4.7, 1.002086230876217"
6070,994,"1.8015304274932973, 8.77163049736433, 3.9, 1.0194714881780251"
4405,995,"1.5619123818754899, 8.721126310874192, 0.0, 1.0"
4406,996,"1.1745278136671953, 8.700055679367994, 5.0, 1.0076495132127956"
379,997,"1.7921510442036324, 8.776584589407188, 4.3, 1.004172461752434"
4408,998,"1.8125001783879302, 8.772749598712569, 5.0, 1.0048678720445063"
4409,999,"1.7620818245617293, 8.757477104707998, 4.0, 1.0027816411682893"
380,1000,"1.5467353886633148, 8.713999034786033, 3.8, 1.0097357440890125"
2835,1001,"1.1920297837105895, 8.70091729339125, 2.6, 1.0598052851182198"
381,1002,"1.6465826232050436, 8.721187252221902, 3.1, 1.129346314325452"
2836,1003,"1.8043620834822995, 8.773877521749505, 0.0, 1.0"
382,1004,"1.2112553058976783, 8.699293466761397, 0.0, 1.0"
1503,1005,"1.8089659898629353, 8.777599426499767, 3.1, 1.3282336578581364"
1504,1006,"1.5616661336310145, 8.72101891071082, 3.1, 1.6926286509040334"
2841,1007,"1.8163185239731598, 8.779654892434847, 0.0, 1.0"
383,1008,"1.5960125810964785, 8.72613284676533, 4.9, 1.1036161335187762"
6080,1009,"1.570570622846878, 8.721310425439976, 0.0, 1.0"
384,1010,"1.8329608652272773, 8.788120783411177, 2.9, 1.017385257301808"
385,1011,"1.7884470082782347, 8.76184128450504, 0.0, 1.0"
6082,1012,"1.2040736265549894, 8.75108766468735, 0.0, 1.0"
386,1013,"1.8100802704593422, 8.765919816151769, 4.6, 1.011126564673157"
4421,1014,"1.3443428457745048, 8.700241427348926, 4.1, 1.0146036161335188"
387,1015,"1.5281438185182514, 8.779763152946657, 0.0, 1.0"
1509,1016,"1.79454173848539, 8.777630168370411, 0.0, 1.0"
4423,1017,"1.5048583416921986, 8.723318210615233, 0.0, 1.0"
388,1018,"1.7802830399431055, 8.75561698774367, 0.0, 1.0"
389,1019,"1.8186549529780915, 8.775262333608161, 3.3, 1.0792767732962447"
1512,1020,"1.7874699151794236, 8.7589517169935, 5.0, 1.002086230876217"
1513,1021,"1.810965534091162, 8.765753806309643, 5.0, 1.0006954102920724"
390,1022,"1.7804317591433971, 8.755631819402616, 3.8, 3.5611961057023644"
394,1023,"1.7920460924542647, 8.769231976841116, 4.8, 1.2468706536856746"
2854,1024,"1.8033548223888483, 8.775908804412179, 4.9, 1.0577190542420027"
395,1025,"1.2649924307405724, 8.694164979596346, 3.1, 1.8073713490959666"
6090,1026,"1.1776989258700539, 8.711767640064151, 4.3, 1.0104311543810849"
1520,1027,"1.814681843989777, 8.780796824188744, 5.0, 1.0159944367176634"
396,1028,"1.7936585160974934, 8.776543436073558, 4.7, 1.0222531293463144"
397,1029,"1.7415743216604023, 8.742251443583633, 3.2, 2.0778859527121"
6094,1030,"1.1320676866942243, 8.314622160083669, 0.0, 1.0"
