,e,feat
3413,1985,"1.7937512999122918, 8.76226962580792, 1.8, 1.0027816411682893"
6688,1986,"1.2982146034672928, 8.698381578464184, 2.8, 1.1070931849791377"
764,1987,"1.5967587220254265, 8.71389073063336, 3.4, 1.06884561891516"
6689,1988,"1.2566732483381164, 8.692266658173832, 4.7, 1.002086230876217"
765,1989,"1.520289483027934, 8.741202728712695, 4.0, 1.0479833101529903"
766,1990,"1.4430324829331465, 8.710476799451941, 5.0, 1.002086230876217"
1994,1991,"1.7978825655403439, 8.77210174386976, 3.1, 1.0118219749652295"
5016,1992,"1.8018677364245814, 8.771760360103231, 5.0, 1.0006954102920724"
767,1993,"1.801443581842646, 8.769342213660572, 3.3, 1.0577190542420027"
1996,1994,"1.8267905294658915, 8.775265120388973, 5.0, 1.0006954102920724"
768,1995,"1.8100764795777655, 8.777259451709666, 4.8, 1.0257301808066759"
1998,1996,"1.8311078664071072, 8.774014984232945, 5.0, 1.0027816411682893"
5021,1997,"1.8157922541756228, 8.772850047509937, 3.8, 1.0917941585535467"
6696,1998,"1.8055049414936635, 8.777001827227688, 4.7, 1.032684283727399"
769,1999,"1.5521841579518414, 8.72464791029857, 4.2, 1.0159944367176634"
770,2000,"1.812171299528961, 8.784116135745185, 4.0, 1.105702364394993"
5023,2001,"1.826165776276362, 8.775275294944416, 0.0, 1.0"
771,2002,"1.5765751406763906, 8.717582386031285, 0.0, 1.0"
2002,2003,"1.8175848374775265, 8.771490590992572, 4.2, 1.7280945757997217"
6700,2004,"1.169394217742707, 8.700051832737657, 3.2, 1.0785813630041725"
5025,2005,"1.2636358518392345, 8.695469772815837, 4.0, 1.0006954102920724"
772,2006,"1.5686649493295644, 8.724202480480697, 3.8, 1.043115438108484"
2004,2007,"1.567474930630623, 8.724928751719565, 4.9, 1.0055632823365785"
5028,2008,"1.2569596057002457, 8.696259285899325, 0.0, 1.0"
5029,2009,"1.7934427274539333, 8.773373675519556, 3.8, 1.0305980528511822"
2005,2010,"1.7681938125584375, 8.745667793715732, 0.0, 1.0"
3427,2011,"1.5937246912815182, 8.725704118929093, 0.0, 1.0"
2006,2012,"1.568106258216173, 8.720183181953617, 5.0, 1.0006954102920724"
2007,2013,"1.8087481864851123, 8.776732083054664, 4.4, 1.0347705146036161"
6708,2014,"1.7977622116777203, 8.761427120248165, 0.0, 1.0"
773,2015,"1.4521097356121668, 8.707755137042852, 2.6, 1.2892906815020861"
6709,2016,"1.8146093135562662, 8.780791674566933, 5.0, 1.002086230876217"
774,2017,"1.5727476227483228, 8.721512968918681, 4.8, 2.2788595271210013"
778,2018,"1.7951010128113332, 8.776371210525687, 4.3, 1.0806675938803894"
6715,2019,"1.5967428427382648, 8.732184737180967, 0.0, 1.0"
779,2020,"1.7725621540881322, 8.752531622383932, 3.3, 1.2273991655076495"
6716,2021,"1.7113096727948731, 8.736893162338255, 3.5, 1.011126564673157"
780,2022,"1.1691104318177308, 8.700013435012794, 4.5, 1.4916550764951322"
781,2023,"1.802651043898769, 8.77867378349481, 0.0, 1.0"
2016,2024,"1.8178099840315527, 8.771579736806473, 3.0, 1.0013908205841446"
782,2025,"4.868467826138576, 8.336704835667229, 0.0, 1.0"
2017,2026,"1.7307039819959114, 8.789783375596022, 4.0, 1.0229485396383866"
2018,2027,"1.2040733349487152, 8.751087702093805, 0.0, 1.0"
2019,2028,"1.7114764980938801, 8.737104458927158, 2.3, 1.1084840055632823"
783,2029,"1.8161516721644917, 8.784901789729517, 0.0, 1.0"
784,2030,"1.8054267379926197, 8.775201510714224, 3.8, 2.36230876216968"
785,2031,"1.8024407957744373, 8.778600903253919, 3.7, 1.002086230876217"
786,2032,"1.8308901955775871, 8.771614805356945, 4.7, 1.0618915159944367"
5042,2033,"1.807742940125924, 8.776070774357292, 0.0, 1.0"
787,2034,"1.560248927134122, 8.72190848605832, 0.0, 1.0"
2025,2035,"1.3542712971704853, 8.762298459949418, 0.0, 1.0"
788,2036,"1.519290598987478, 8.710427927920003, 2.1, 1.0639777468706537"
6723,2037,"1.711783877617477, 8.737114683357873, 0.0, 1.0"
3442,2038,"1.7938794211056974, 8.771054587601064, 0.0, 1.0"
6725,2039,"1.0858928934216445, 8.316842295462946, 5.0, 1.0006954102920724"
6726,2040,"1.3921590112405298, 8.708469444450902, 4.6, 1.0785813630041725"
789,2041,"1.5236144573053911, 8.780903077220866, 4.2, 1.0465924895688457"
790,2042,"1.8019145789962243, 8.773654205220103, 3.9, 1.5486787204450625"
6729,2043,"1.569085366049249, 8.722308622895008, 5.0, 1.004172461752434"
2028,2044,"1.1749855029707659, 8.699064682655324, 4.8, 1.0222531293463144"
6731,2045,"1.1763271039134287, 8.69900008170955, 4.3, 1.0354659248956886"
2029,2046,"1.574935942275177, 8.723830597985474, 5.0, 1.0006954102920724"
3446,2047,"1.1561775874792541, 8.711133731594215, 1.0, 1.0006954102920724"
3447,2048,"1.8086454085279762, 8.773221898833116, 4.7, 1.0104311543810849"
6734,2049,"1.1674363732118147, 8.698801546955814, 4.6, 1.1091794158553547"
3448,2050,"1.1497076660347147, 8.703149292850803, 4.3, 1.004172461752434"
791,2051,"1.4411004057931072, 8.769265411976438, 4.0, 1.004172461752434"
2030,2052,"1.4160415651696425, 8.653774058075083, 4.7, 1.0458970792767732"
2031,2053,"1.4160496241066989, 8.653771053089958, 4.5, 1.1780250347705146"
2032,2054,"1.1665868711131813, 8.69976154618707, 3.9, 1.0827538247566064"
2033,2055,"1.2983348247816098, 8.698823679107667, 4.7, 1.0166898470097356"
792,2056,"1.2359855592684506, 8.710611057449167, 4.5, 1.021557719054242"
793,2057,"1.5746474111208135, 8.720127128382543, 1.0, 1.0006954102920724"
2035,2058,"1.522989810154507, 8.78040012874581, 3.8, 1.0285118219749652"
5052,2059,"10.001176578300626, 0.9992381178170793, 3.1, 1.0104311543810849"
6738,2060,"1.7078170514189086, 8.79078742716108, 4.3, 1.0187760778859527"
5053,2061,"1.3542712971704853, 8.762298459949418, 0.0, 1.0"
2036,2062,"1.5744401585882173, 8.725274786355188, 0.0, 1.0"
5055,2063,"1.55997680546015, 8.723060985135426, 0.0, 1.0"
794,2064,"1.568567102169446, 8.720828991910285, 3.7, 1.002086230876217"
6742,2065,"1.56856426563568, 8.720829048019965, 4.3, 1.0090403337969402"
5057,2066,"1.1648940701766763, 8.702767435301222, 4.5, 1.0013908205841446"
2038,2067,"1.2545410232547258, 8.70084836576565, 0.0, 1.0"
3455,2068,"1.158184713470635, 8.70065075993885, 5.0, 1.0201668984700973"
795,2069,"1.7051567008616857, 8.790590419837542, 4.1, 1.017385257301808"
796,2070,"1.804426581488416, 8.776824046821421, 3.2, 1.7378303198887344"
797,2071,"1.5672839550301063, 8.723798796265303, 3.4, 1.0959666203059806"
2041,2072,"1.7280848804717817, 8.7901207631064, 3.1, 1.4068150208623087"
5061,2073,"1.7112487535930425, 8.735289516490246, 2.8, 1.006258692628651"
798,2074,"1.801163984444166, 8.761643890648147, 5.0, 1.0006954102920724"
2043,2075,"1.7977988215200735, 8.771759269081661, 4.8, 1.0848400556328233"
799,2076,"1.7384890742507233, 8.790335095852473, 2.7, 1.0166898470097356"
800,2077,"1.8207007035460894, 8.79001169835583, 4.4, 1.0048678720445063"
2044,2078,"1.6007549739481162, 8.71634655160944, 4.7, 1.002086230876217"
801,2079,"1.7691436272156986, 8.76004526973377, 4.2, 1.0465924895688457"
3463,2080,"1.2356926275103008, 8.710684648412682, 5.0, 1.011126564673157"
5065,2081,"1.8074550452034357, 8.776258741787819, 4.0, 1.0013908205841446"
802,2082,"1.0897235394897509, 8.315893730137745, 3.6, 1.006258692628651"
803,2083,"1.796260624928684, 8.772977341672343, 0.0, 1.0"
804,2084,"1.5881110318992624, 8.721232046450371, 0.0, 1.0"
5068,2085,"1.1917333791868003, 8.700711701286558, 0.0, 1.0"
805,2086,"1.5779311363651773, 8.720562608083698, 4.8, 1.4847009735744088"
5070,2087,"1.7865445424299464, 8.749513563703465, 5.0, 1.0006954102920724"
3467,2088,"1.2568477084195981, 8.696256904355097, 4.9, 1.045201668984701"
806,2089,"1.5853216058008233, 8.722229414729009, 5.0, 1.0013908205841446"
2048,2090,"1.7071982629031872, 8.790763231419856, 4.8, 1.0125173852573017"
807,2091,"1.8115896245391596, 8.783442906857855, 4.3, 1.0048678720445063"
3469,2092,"1.392776951447087, 8.709268539820982, 0.0, 1.0"
2050,2093,"1.506670648182161, 8.723190604732379, 2.5, 1.2399165507649512"
2051,2094,"1.811787704728924, 8.778846152434086, 4.6, 1.0076495132127956"
808,2095,"1.8107622845174332, 8.7751285369572, 0.0, 1.0"
3472,2096,"1.3895511233031606, 8.70821049827422, 4.5, 1.0118219749652295"
3473,2097,"1.8088000658924148, 8.777201640035262, 5.0, 1.0069541029207232"
5077,2098,"1.0756819020547725, 8.315572096978842, 0.0, 1.0"
809,2099,"1.6966463042717619, 8.792273529462317, 5.0, 1.0194714881780251"
3474,2100,"1.8064026911759923, 8.761311939542393, 4.2, 1.0069541029207232"
2053,2101,"1.7780196715649135, 8.765409847732208, 3.4, 1.066759388038943"
810,2102,"1.7375124053064956, 8.74371223418444, 4.1, 1.0264255910987483"
2055,2103,"1.3879216539476698, 8.695783612963526, 4.0, 1.03894297635605"
811,2104,"1.2502201605285483, 8.696131823407878, 4.4, 1.006258692628651"
812,2105,"1.1622085354411507, 8.699026528072412, 2.8, 1.194019471488178"
3475,2106,"1.561113513230075, 8.721334814447877, 3.9, 1.0083449235048678"
813,2107,"1.2575440907141537, 8.696365283320679, 4.3, 1.0146036161335188"
3476,2108,"1.7098963101988796, 8.790837632856537, 4.1, 1.0305980528511822"
814,2109,"1.1620181695628462, 8.698957332367224, 4.8, 1.1773296244784424"
3477,2110,"1.7828162766740547, 8.773996848337243, 0.0, 1.0"
6761,2111,"1.788586634664675, 8.759530712789205, 4.0, 1.0034770514603617"
815,2112,"1.8133216597744939, 8.784181971103935, 5.0, 1.0013908205841446"
816,2113,"1.5188576697076286, 8.716169051751576, 2.9, 1.0681502086230876"
817,2114,"1.1429898527466964, 8.709360054710292, 0.0, 1.0"
2059,2115,"1.5186349885521127, 8.716246152687344, 4.6, 1.3372739916550764"
2060,2116,"1.785714604461405, 8.756616625347176, 4.6, 1.0361613351877608"
5085,2117,"1.575257769564221, 8.72336100983283, 0.0, 1.0"
5086,2118,"1.8056799582780325, 8.77838920766284, 5.0, 1.0006954102920724"
3481,2119,"1.7937923368680933, 8.771052106306295, 0.0, 1.0"
6768,2120,"1.808730610579623, 8.775974296878438, 4.1, 1.0952712100139081"
818,2121,"1.5582454329663502, 8.720022115997807, 4.4, 1.0104311543810849"
819,2122,"1.2744682031589827, 8.699459102538984, 5.0, 1.0013908205841446"
5089,2123,"1.8137757172544564, 8.777493765736496, 5.0, 1.002086230876217"
820,2124,"1.2586623477597652, 8.692231976156716, 0.0, 1.0"
3485,2125,"1.3933846589243553, 8.707529750689671, 3.7, 1.2732962447844227"
2062,2126,"1.7834150503954413, 8.757047391835146, 3.8, 1.006258692628651"
821,2127,"1.5753455165433587, 8.722365698909153, 4.9, 2.0034770514603615"
826,2128,"1.7100846878525822, 8.734490851294387, 0.0, 1.0"
3493,2129,"1.264046062339287, 8.692357443637293, 0.0, 1.0"
3494,2130,"1.5466379126384542, 8.714017345245185, 3.4, 1.3783031988873435"
827,2131,"1.8012789568455325, 8.769116054240678, 3.8, 1.1397774687065367"
828,2132,"1.8053341662551121, 8.769743647254325, 2.0, 1.0848400556328233"
830,2133,"1.8123558863010878, 8.781234012117956, 5.0, 1.0006954102920724"
831,2134,"1.8055660462631238, 8.778005704229292, 4.8, 1.711404728789986"
6779,2135,"1.5683190777776588, 8.72184651603313, 5.0, 1.0006954102920724"
2073,2136,"1.5648796347824048, 8.721623604740312, 3.2, 1.0271210013908205"
3501,2137,"1.8082493541870939, 8.778028023413414, 4.4, 1.0271210013908205"
2074,2138,"1.1784267221133318, 8.699398472911724, 4.2, 1.127260083449235"
2075,2139,"1.795063395601848, 8.777437668524561, 4.5, 1.0055632823365785"
3505,2140,"1.5713190701163668, 8.720288225510398, 0.0, 1.0"
5106,2141,"1.7937923368680933, 8.771052106306295, 4.5, 1.0013908205841446"
832,2142,"1.4648231859931364, 8.723594762762854, 3.9, 1.0257301808066759"
6785,2143,"1.5727712693662692, 8.72284546161724, 3.9, 1.0076495132127956"
833,2144,"1.7998285602526032, 8.771902093156816, 3.1, 1.1856745479833102"
3507,2145,"1.2571388110111128, 8.694815577579103, 4.6, 1.1175243393602226"
834,2146,"1.074843958168497, 8.315567096982846, 3.8, 1.0702364394993045"
835,2147,"1.8114629613771296, 8.77936132035073, 4.9, 1.1794158553546592"
3509,2148,"1.7986249951166995, 8.77164171930048, 4.9, 1.4297635605006953"
3510,2149,"1.785141226995612, 8.758907091094073, 5.0, 1.0361613351877608"
3511,2150,"1.7917979885334931, 8.770720236247858, 3.5, 1.0299026425591098"
3512,2151,"1.8047230655411886, 8.776867058008923, 4.8, 1.370653685674548"
2079,2152,"1.4119329653020616, 8.702012641641304, 0.0, 1.0"
2080,2153,"1.1778366435608758, 8.711205788893121, 3.5, 1.0201668984700973"
836,2154,"1.443178127012719, 8.704791199266676, 3.0, 1.0139082058414464"
837,2155,"1.7976678107735777, 8.77212704310137, 4.6, 1.237134909596662"
838,2156,"1.8291888585301237, 8.78949421747346, 3.2, 1.4603616133518775"
839,2157,"1.2663481348230832, 8.694478975604257, 4.8, 1.1801112656467316"
2083,2158,"1.8315687633797024, 8.774613425150235, 0.0, 1.0"
3516,2159,"1.2581607054376427, 8.695573139316606, 0.0, 1.0"
3517,2160,"1.4509564327942224, 8.707668566039859, 0.0, 1.0"
5115,2161,"3.3518291299629004, 7.769576156393713, 0.0, 1.0"
5116,2162,"1.4520629195501833, 8.70775417694387, 5.0, 1.0013908205841446"
2085,2163,"1.8223114040613284, 8.77569311879936, 4.5, 1.144645340751043"
6793,2164,"1.8121844218113408, 8.77391797682933, 5.0, 1.0006954102920724"
840,2165,"1.5931025095291416, 8.724887168211716, 4.7, 1.0097357440890125"
841,2166,"1.7999607639338606, 8.768263642205063, 3.5, 1.3630041724617525"
5120,2167,"1.824837006009802, 8.775692638749868, 5.0, 1.0048678720445063"
2088,2168,"1.747965801016944, 8.742924790924732, 5.0, 1.0006954102920724"
3522,2169,"1.8016470434936682, 8.777957630701705, 3.0, 1.1689847009735743"
2089,2170,"1.4139688012567069, 8.65341625287532, 3.4, 1.06884561891516"
2090,2171,"1.1699481106073915, 8.700108428702311, 5.0, 1.0006954102920724"
842,2172,"1.8191720239231293, 8.775766753403737, 5.0, 1.002086230876217"
3525,2173,"1.571071708466114, 8.722939008923875, 3.2, 1.1300417246175243"
6802,2174,"1.8138907161654831, 8.78405589888569, 0.0, 1.0"
2092,2175,"1.8178557131974173, 8.773624716465662, 0.0, 1.0"
843,2176,"1.8069311082560997, 8.772117361064236, 3.1, 1.064673157162726"
844,2177,"1.8259295751935456, 8.775952264477128, 0.0, 1.0"
5129,2178,"1.805622193725907, 8.777193366974556, 5.0, 1.0952712100139081"
5131,2179,"1.7916145946961297, 8.768836578155248, 4.0, 1.0048678720445063"
6808,2180,"1.1185990555897796, 8.316905225587115, 3.6, 1.0139082058414464"
2095,2181,"1.1692426885183105, 8.702311369581642, 4.0, 1.0013908205841446"
3530,2182,"1.5671949090775614, 8.720820999397981, 0.0, 1.0"
5133,2183,"1.5671949090775614, 8.720820999397981, 0.0, 1.0"
2096,2184,"1.0887923611244341, 8.315597689227676, 5.0, 1.0034770514603617"
6811,2185,"1.5584162612242238, 8.722914195976164, 0.0, 1.0"
6812,2186,"1.8044531441691092, 8.770778453158846, 5.0, 1.0194714881780251"
3531,2187,"1.7962462832018824, 8.774529821725912, 4.7, 1.0375521557719054"
3532,2188,"1.8025296826690154, 8.777851533529805, 4.3, 1.0139082058414464"
3533,2189,"1.5797946065015864, 8.718269978996886, 5.0, 1.0027816411682893"
845,2190,"1.7917420001286786, 8.751287059789526, 4.0, 1.0027816411682893"
5138,2191,"1.8314437968359991, 8.771609967455582, 0.0, 1.0"
2097,2192,"1.1325308104783751, 8.314396374728313, 5.0, 1.0006954102920724"
5139,2193,"1.8049674315997057, 8.77716184580279, 4.8, 1.0146036161335188"
3534,2194,"1.5656958142366948, 8.721699627123325, 0.0, 1.0"
846,2195,"1.5823631541014809, 8.718649361486102, 4.3, 1.0695410292072323"
847,2196,"1.7576779865954615, 8.756393352458634, 3.7, 1.002086230876217"
3535,2197,"1.7509844031379345, 8.743322240731151, 0.0, 1.0"
2100,2198,"1.5928327207053687, 8.726271724459606, 5.0, 1.0013908205841446"
6821,2199,"1.8069215647780066, 8.779359393918359, 0.0, 1.0"
3536,2200,"1.170318742183019, 8.699334944284292, 0.0, 1.0"
848,2201,"1.174497884259508, 8.699424588850912, 3.6, 1.3574408901251738"
6822,2202,"1.1460439513042626, 8.71429914676516, 0.0, 1.0"
2102,2203,"1.5459619427831548, 8.724078004271147, 0.0, 1.0"
3539,2204,"1.3079751691778112, 8.691533204895828, 0.0, 1.0"
849,2205,"1.8162687918484277, 8.77828895213215, 4.9, 1.1140472878998608"
3541,2206,"1.7433015321373668, 8.740577386320686, 5.0, 1.0006954102920724"
3542,2207,"1.5786959135860679, 8.718208875554545, 4.0, 1.002086230876217"
3543,2208,"1.5666480412731394, 8.721668193233285, 0.0, 1.0"
3544,2209,"1.8036842049313826, 8.775686772171026, 4.5, 1.0500695410292071"
850,2210,"1.7877446348002106, 8.777072039141537, 4.7, 1.0208623087621698"
851,2211,"1.571843563766592, 8.724442555101417, 4.8, 1.1328233657858136"
853,2212,"1.5801595385000207, 8.724271807108472, 2.7, 1.0486787204450625"
854,2213,"1.7991514239722042, 8.772559162456089, 3.2, 1.086230876216968"
855,2214,"1.8050163684345968, 8.769230399535646, 5.0, 1.0027816411682893"
856,2215,"1.567454836307304, 8.72137127950596, 0.0, 1.0"
5156,2216,"1.392361969207987, 8.708333484460026, 0.0, 1.0"
857,2217,"1.1729433842263752, 8.69865651589988, 3.0, 1.5146036161335188"
6837,2218,"1.0852203168030012, 8.317740262324921, 5.0, 1.002086230876217"
5157,2219,"1.2369459512805978, 8.710644130988769, 3.7, 1.004172461752434"
6838,2220,"1.3455558748595182, 8.700158584522496, 5.0, 1.0180806675938805"
858,2221,"1.564374069030399, 8.725520484412803, 3.9, 1.0125173852573017"
3553,2222,"1.8083391954294807, 8.761593092683837, 4.1, 1.0180806675938805"
859,2223,"1.2330164506852395, 8.695903382194299, 0.0, 1.0"
860,2224,"1.7988536144363634, 8.7724429967137, 4.2, 1.243393602225313"
5161,2225,"1.801731927429378, 8.777939064631783, 4.4, 1.006258692628651"
861,2226,"1.7922435629218176, 8.776491927386624, 3.9, 1.3129346314325452"
5164,2227,"1.0554195074824806, 8.278644963207553, 4.0, 1.0006954102920724"
6845,2228,"1.8081560931983915, 8.777949856393715, 5.0, 1.1237830319888735"
863,2229,"1.7973036210456632, 8.771674867652989, 4.0, 1.9812239221140473"
864,2230,"1.7808046970595637, 8.751082783145126, 4.2, 1.0243393602225312"
865,2231,"1.3511975814635049, 8.762334027252608, 5.0, 1.0208623087621698"
866,2232,"1.27432971668798, 8.699327026584898, 0.0, 1.0"
3559,2233,"1.8032794024022474, 8.77064860288876, 4.3, 1.0125173852573017"
867,2234,"1.574722804597755, 8.720634490819153, 4.4, 1.0292072322670376"
868,2235,"1.7852955662441135, 8.76984824816807, 2.0, 1.0027816411682893"
6851,2236,"1.5585511423812797, 8.722885673555114, 3.1, 1.011126564673157"
3562,2237,"1.81389066314616, 8.784055880182462, 0.0, 1.0"
6853,2238,"1.2594516199077628, 8.692450997178337, 0.0, 1.0"
2117,2239,"1.8069215117586825, 8.779359393918359, 0.0, 1.0"
5171,2240,"1.313672758147968, 8.696027041696274, 4.9, 1.0097357440890125"
6855,2241,"1.5697032002171607, 8.722158267653812, 3.8, 1.2892906815020861"
2118,2242,"1.7846374373909182, 8.761531097721011, 3.9, 1.006258692628651"
2119,2243,"1.7722959970879675, 8.754353534890075, 2.1, 1.011126564673157"
3566,2244,"1.6758508269189605, 8.731422749013094, 4.2, 1.027816411682893"
3567,2245,"1.1652104629851392, 8.70070961899396, 4.4, 1.055632823365786"
869,2246,"1.1636391823363592, 8.699295667507766, 2.5, 1.1175243393602226"
5176,2247,"1.3909065622890582, 8.70876628959973, 3.3, 1.0931849791376913"
2120,2248,"1.804755089212124, 8.778786314576767, 0.0, 1.0"
870,2249,"1.5648560942031073, 8.720601093090286, 0.0, 1.0"
2122,2250,"1.7849591056219936, 8.761357756213934, 0.0, 1.0"
3572,2251,"1.175011800554846, 8.710117797245655, 3.7, 1.205146036161335"
2123,2252,"1.8313902738296894, 8.771630565942827, 3.8, 2.5709318497913767"
871,2253,"1.790069267005829, 8.760164265897831, 5.0, 1.0146036161335188"
2125,2254,"1.2009728179740877, 8.697237458432737, 5.0, 1.0090403337969402"
3575,2255,"1.451465232724913, 8.714819676273521, 4.4, 1.0305980528511822"
2126,2256,"1.266496164772179, 8.693568128453341, 3.5, 1.0180806675938805"
2127,2257,"1.8138892581341075, 8.780710334233067, 4.5, 1.0166898470097356"
5185,2258,"1.3925815752427804, 8.709057131012717, 0.0, 1.0"
2128,2259,"1.260237684386735, 8.694476681341754, 0.0, 1.0"
6866,2260,"1.7873908103498914, 8.776461453595566, 0.0, 1.0"
3577,2261,"1.1685254431202567, 8.701097555092288, 0.0, 1.0"
5187,2262,"1.7906585502684464, 8.776185599701751, 4.8, 1.0097357440890125"
872,2263,"1.8039823590928226, 8.774430694623245, 2.8, 1.4415855354659248"
873,2264,"1.7890112399108542, 8.755351270998844, 0.0, 1.0"
2130,2265,"1.6473045343034975, 8.721167401863733, 0.0, 1.0"
5189,2266,"1.2040736265549894, 8.75108766468735, 0.0, 1.0"
874,2267,"1.854748413637564, 8.771769050869338, 0.0, 1.0"
2131,2268,"1.7804727695895384, 8.758178195169027, 0.0, 1.0"
3580,2269,"1.8162416459551842, 8.779757716542035, 0.0, 1.0"
5192,2270,"1.8106760485889932, 8.765836106742492, 3.8, 1.0125173852573017"
3581,2271,"1.7372459832097178, 8.743764054591821, 5.0, 1.0090403337969402"
875,2272,"1.7762211235891998, 8.766416898047982, 4.0, 1.0027816411682893"
876,2273,"1.783896386316954, 8.761497145129745, 0.0, 1.0"
877,2274,"1.791279698144029, 8.778776239771867, 2.8, 1.0445062586926286"
878,2275,"1.8017372558713136, 8.770440217768849, 3.3, 1.0438108484005564"
3585,2276,"1.2623701215474163, 8.69335900767317, 3.6, 1.0104311543810849"
879,2277,"1.795586245653067, 8.774744609583841, 3.7, 1.1397774687065367"
5200,2278,"1.8080171295534848, 8.775866765792477, 4.3, 1.0069541029207232"
6879,2279,"1.8025552910018998, 8.772308034228258, 5.0, 1.06884561891516"
880,2280,"1.7926510959460735, 8.773686144097269, 4.2, 1.0319888734353269"
881,2281,"1.8051709992893734, 8.76085624165294, 4.2, 1.0319888734353269"
882,2282,"1.841599939713496, 8.785804257834773, 5.0, 1.0264255910987483"
3589,2283,"1.7970019676089235, 8.761674719800515, 5.0, 1.5514603616133518"
6885,2284,"1.1779153242358253, 8.711381717679922, 0.0, 1.0"
5206,2285,"1.8040693903111, 8.770671495638508, 5.0, 1.0013908205841446"
883,2286,"1.1666998287802839, 8.699383585143098, 4.8, 1.5792767732962447"
884,2287,"1.7783387418491738, 8.77327272796947, 3.7, 1.002086230876217"
5208,2288,"1.802777229886897, 8.775822538895225, 2.3, 1.002086230876217"
6888,2289,"1.8074869628357257, 8.77570142926652, 5.0, 1.004172461752434"
5209,2290,"1.8074869628357257, 8.77570142926652, 0.0, 1.0"
3593,2291,"1.7292401715143288, 8.789738207303015, 4.4, 1.8011126564673157"
3594,2292,"1.7926279795213578, 8.773600963367475, 5.0, 1.0006954102920724"
3595,2293,"1.7956999190810263, 8.775159833690243, 4.6, 1.021557719054242"
6893,2294,"1.2685120124421516, 8.693808115792338, 0.0, 1.0"
6894,2295,"1.711618351291877, 8.737072501346764, 4.4, 1.0757997218358832"
5212,2296,"1.7115848430799012, 8.737054639765057, 0.0, 1.0"
2141,2297,"1.6794918228696183, 8.731849020492195, 3.4, 1.0034770514603617"
2142,2298,"1.8086583717523865, 8.77076785466359, 5.0, 1.0006954102920724"
3597,2299,"1.7945421626399698, 8.77763011849514, 0.0, 1.0"
885,2300,"1.596229456636154, 8.725136581977079, 3.5, 1.017385257301808"
3599,2301,"1.390770567726225, 8.709740197797403, 4.1, 1.0083449235048678"
6899,2302,"1.0879291005115501, 8.315626398680996, 0.0, 1.0"
5215,2303,"1.266592686449231, 8.695335552225064, 4.2, 1.082058414464534"
886,2304,"1.2560367513685993, 8.69382928784521, 3.7, 1.002086230876217"
5217,2305,"1.3968589091049903, 8.708606881996706, 3.2, 1.056328233657858"
6902,2306,"1.2559473873001155, 8.694594399451978, 5.0, 1.0006954102920724"
2144,2307,"1.2600274892817245, 8.692828814830902, 3.6, 1.0312934631432544"
3602,2308,"1.831506598223788, 8.77458159849243, 0.0, 1.0"
5219,2309,"1.3882776256805593, 8.706849907094423, 0.0, 1.0"
2145,2310,"1.5641548076211995, 8.722506559145481, 4.0, 1.0751043115438108"
3604,2311,"1.571071973562728, 8.720727395981665, 5.0, 1.1182197496522948"
3605,2312,"1.7903412826411582, 8.762696732697822, 0.0, 1.0"
3606,2313,"1.8162740937807023, 8.779765041972578, 3.1, 1.0848400556328233"
887,2314,"1.5636301549130067, 8.722881851862414, 0.0, 1.0"
6910,2315,"1.596646586157827, 8.72538685609088, 4.8, 1.0076495132127956"
6911,2316,"1.8135542290337012, 8.779792255167743, 3.6, 1.0139082058414464"
5225,2317,"1.2267407390199017, 8.696614073645145, 3.5, 1.0187760778859527"
888,2318,"1.5369855858753132, 8.780449611249827, 5.0, 1.0139082058414464"
2148,2319,"1.7966193006470332, 8.775371080403874, 5.0, 1.0013908205841446"
889,2320,"1.5479364618910498, 8.724091919471974, 4.5, 1.0507649513212796"
5228,2321,"1.8106657893500424, 8.765657353768425, 4.0, 1.0034770514603617"
5229,2322,"1.4506121783316583, 8.713515718464832, 0.0, 1.0"
5230,2323,"1.826561008817742, 8.775255943338966, 5.0, 1.002086230876217"
890,2324,"1.5728830075889473, 8.722516777341788, 4.5, 1.6161335187760777"
891,2325,"1.2629260291463655, 8.691425997999133, 3.5, 1.086230876216968"
2152,2326,"1.7900015348210285, 8.776534732838632, 2.9, 1.0375521557719054"
892,2327,"1.5713306548383859, 8.725359593020443, 4.7, 1.0159944367176634"
3614,2328,"1.1502321331752787, 8.70238128847827, 0.0, 1.0"
893,2329,"1.2635672978549293, 8.691067862375693, 3.0, 1.0006954102920724"
3616,2330,"1.8016831761621166, 8.772546980420955, 0.0, 1.0"
894,2331,"1.1809760767183954, 8.699746963904483, 4.7, 1.0146036161335188"
895,2332,"1.1653897743346526, 8.700662256188995, 2.4, 1.497913769123783"
3618,2333,"1.8079441749653915, 8.778019357584943, 4.5, 1.1342141863699582"
3619,2334,"1.7976587179597274, 8.772041787558669, 4.8, 1.2447844228094576"
3620,2335,"1.808243469042269, 8.776820848569617, 5.0, 1.0006954102920724"
5239,2336,"1.8076305391617113, 8.771397417750475, 3.8, 1.099443671766342"
6923,2337,"1.8136787714228229, 8.77338840119355, 5.0, 1.002086230876217"
3621,2338,"1.7821829078445788, 8.756670634032107, 3.0, 1.0535465924895688"
6925,2339,"1.7505791234348953, 8.744427676254924, 0.0, 1.0"
6926,2340,"1.2640624188003562, 8.694727890616901, 4.6, 1.0076495132127956"
6927,2341,"1.1642770578082668, 8.699629925344837, 3.9, 1.0055632823365785"
896,2342,"1.2699017549298635, 8.694334617864493, 2.8, 1.6369958275382475"
