,e,feat
11948,977,"5.538387992903097, 5.437863842977549, 5.0, 1.000561412263739"
4005,978,"7.190497003020937, 6.21328403469056, 4.0, 1.005052710373651"
764,978,"7.190497003020937, 6.21328403469056, 4.0, 1.005052710373651"
16220,979,"6.5375460895416495, 6.688385940021135, 0.0, 1.0"
16221,980,"4.9595753400571425, 6.201527959955683, 0.0, 1.0"
16222,980,"4.2308980068090705, 6.267737741177825, 0.0, 1.0"
11949,980,"5.169407988747082, 5.467059035460579, 4.7, 1.006175534901129"
11950,980,"4.9595753400571425, 6.201527959955683, 0.0, 1.0"
7850,982,"7.391651167623024, 4.8216710539261385, 3.7, 1.0544569895826836"
765,982,"7.391651167623024, 4.8216710539261385, 3.7, 1.0544569895826836"
7851,983,"4.673283186548019, 6.488936557203488, 4.2, 1.0224564905495601"
4008,983,"6.669493342710496, 5.507566353267521, 4.4, 1.0909487867257188"
7852,983,"5.153817559899551, 5.697499030478639, 4.5, 1.303724034682802"
4009,983,"6.217474481722377, 5.662788400193222, 5.0, 1.000561412263739"
4010,983,"5.42350654540212, 5.689350146906463, 4.6, 1.092633023516936"
4011,983,"6.605052059523928, 5.905739919772941, 3.8, 1.0235793150770383"
4012,983,"5.1160999312691615, 5.618142460068157, 4.0, 1.0095440084835632"
4017,983,"5.153817559899551, 5.697499030478639, 4.5, 1.303724034682802"
4014,983,"5.514685293224318, 7.422003757081711, 2.0, 1.001122824527478"
4015,983,"5.501435672841751, 5.2714449504092045, 0.0, 1.0"
7853,983,"6.287328165209374, 5.0562652054036334, 5.0, 1.000561412263739"
4018,983,"5.0799612550548545, 5.193458654792266, 5.0, 1.000561412263739"
4019,983,"4.607956907437199, 5.750745161864415, 0.0, 1.0"
4020,983,"4.266837587711564, 3.6192418412372263, 3.0, 1.000561412263739"
7854,983,"3.6420488787301792, 5.837802578503897, 4.0, 1.000561412263739"
4013,983,"4.673283186548019, 6.488936557203488, 4.2, 1.0224564905495601"
4007,983,"6.0809411313395, 5.852605797723072, 3.9, 1.0398602707254694"
4016,983,"4.988457970365744, 5.24772840434116, 4.3, 1.103861268791716"
4006,983,"5.265757460479733, 5.815170151991879, 4.5, 1.0819661905058948"
766,983,"4.673283186548019, 6.488936557203488, 4.2, 1.0224564905495601"
16225,984,"1.5401708997329138, 6.660898685511711, 0.0, 1.0"
16223,984,"3.9937743394658582, 6.107507160012801, 0.0, 1.0"
16224,984,"2.061060626887979, 7.273155613670724, 4.2, 1.0067369471648682"
16226,984,"4.3292384316607695, 2.9500858056919697, 3.9, 1.0741064188135487"
7855,985,"5.668958841487722, 4.689083068685022, 5.0, 1.000561412263739"
16227,985,"5.668958841487722, 4.689083068685022, 5.0, 1.000561412263739"
11951,985,"5.668958841487722, 4.689083068685022, 5.0, 1.000561412263739"
4021,985,"5.668958841487722, 4.689083068685022, 5.0, 1.000561412263739"
767,986,"6.642265620254705, 4.087472750526786, 4.0, 1.002245649054956"
16228,986,"6.642265620254705, 4.087472750526786, 4.0, 1.002245649054956"
7856,986,"6.642265620254705, 4.087472750526786, 4.0, 1.002245649054956"
16229,987,"5.698606780365424, 5.204383244166365, 0.0, 1.0"
7857,987,"5.698606780365424, 5.204383244166365, 0.0, 1.0"
16230,988,"5.283302015568211, 4.621430247480703, 0.0, 1.0"
7858,989,"5.304101146044729, 6.611565522599676, 4.3, 1.0595096999563345"
768,989,"5.304101146044729, 6.611565522599676, 4.3, 1.0595096999563345"
16231,989,"5.304101146044729, 6.611565522599676, 4.3, 1.0595096999563345"
4023,989,"5.304101146044729, 6.611565522599676, 4.3, 1.0595096999563345"
4022,989,"6.005968511740036, 3.885242756388834, 4.5, 1.003368473582434"
769,990,"5.2444093793456545, 7.262385548124712, 5.0, 1.000561412263739"
11952,990,"5.2444093793456545, 7.262385548124712, 5.0, 1.000561412263739"
16232,990,"5.2444093793456545, 7.262385548124712, 5.0, 1.000561412263739"
7859,990,"5.2444093793456545, 7.262385548124712, 5.0, 1.000561412263739"
11953,991,"7.303932995540492, 6.400275853648736, 5.0, 1.000561412263739"
7860,994,"6.092124994005985, 5.35685656564101, 4.4, 1.0443515688353815"
11954,994,"6.092124994005985, 5.35685656564101, 4.4, 1.0443515688353815"
4024,994,"6.092124994005985, 5.35685656564101, 4.4, 1.0443515688353815"
16233,994,"6.092124994005985, 5.35685656564101, 4.4, 1.0443515688353815"
7861,995,"5.501266499368683, 5.07301509782269, 5.0, 1.002245649054956"
4025,995,"5.501266499368683, 5.07301509782269, 5.0, 1.002245649054956"
16234,995,"5.501266499368683, 5.07301509782269, 5.0, 1.002245649054956"
11955,995,"5.501266499368683, 5.07301509782269, 5.0, 1.002245649054956"
4026,997,"3.6252420120516717, 7.0994781891113234, 4.5, 1.3188821658037553"
11956,998,"4.7972102360819235, 4.400423564256926, 5.0, 1.001684236791217"
4028,998,"3.3185339577703985, 6.1545641624084055, 4.6, 1.0134738943297361"
4027,998,"4.7972102360819235, 4.400423564256926, 5.0, 1.001684236791217"
7862,998,"4.7972102360819235, 4.400423564256926, 5.0, 1.001684236791217"
7863,998,"2.8092780717035453, 6.57549606373027, 3.0, 1.000561412263739"
4029,1000,"5.267521698128178, 7.97102283055483, 3.0, 1.000561412263739"
16235,1002,"7.337142784073649, 6.103985815421083, 0.0, 1.0"
7867,1004,"5.289669613029957, 6.8066571699464475, 4.4, 1.008982596219824"
7864,1004,"3.920562504994848, 5.8928653868531455, 4.4, 1.008421183956085"
7865,1004,"5.509010501414593, 6.456539696408299, 4.4, 1.1178965753851913"
7866,1004,"6.116940555919541, 3.760029400406438, 0.0, 1.0"
11958,1004,"3.920562504994848, 5.8928653868531455, 4.4, 1.008421183956085"
11959,1004,"4.868105429726654, 5.658408589889632, 4.2, 1.008982596219824"
4030,1004,"3.920562504994848, 5.8928653868531455, 4.4, 1.008421183956085"
16236,1004,"3.920562504994848, 5.8928653868531455, 4.4, 1.008421183956085"
11957,1004,"5.5440811981522415, 6.406843525138129, 4.0, 1.000561412263739"
7868,1005,"5.875335517798135, 7.9594049279201045, 0.0, 1.0"
4031,1006,"6.806122212809441, 6.379494442728856, 0.0, 1.0"
16237,1007,"5.804831609737278, 7.008229007038381, 3.3, 1.001684236791217"
770,1008,"5.804350558636941, 7.1069304890772855, 4.5, 1.0134738943297361"
16238,1009,"2.458136086824311, 9.191686672551214, 0.0, 1.0"
4034,1010,"6.614025158640061, 3.99577471352427, 5.0, 1.000561412263739"
4033,1010,"6.858951520867038, 5.915791326880026, 4.5, 1.001122824527478"
4036,1010,"5.031988491600316, 5.683340069336509, 4.4, 1.0814047782421559"
4037,1010,"2.0651507120820156, 6.819524344588444, 4.4, 1.1150895140664963"
4038,1010,"5.501212409890684, 4.760569552483048, 4.2, 1.003368473582434"
4039,1010,"5.5334301743841365, 4.112605356226368, 0.0, 1.0"
4035,1010,"5.632943305148331, 4.058692891931059, 4.0, 1.0404216829892083"
771,1010,"5.7786707159181105, 4.4929767966254985, 1.0, 1.000561412263739"
7870,1010,"4.864024551252385, 6.44808503552531, 4.3, 1.0729835942860708"
7871,1010,"3.858546041589989, 5.822272524982054, 4.8, 1.0449129810991205"
772,1010,"6.579250227770331, 3.5465126261226487, 3.6, 1.002807061318695"
773,1010,"6.727952559819585, 6.744106905416174, 4.4, 1.1150895140664963"
4032,1010,"5.7786707159181105, 4.4929767966254985, 1.0, 1.000561412263739"
774,1010,"6.768327477902346, 3.594114141056025, 4.1, 1.0044912981099121"
11960,1010,"8.071090964307984, 3.7610039633862016, 4.7, 1.003368473582434"
11961,1010,"5.7786707159181105, 4.4929767966254985, 1.0, 1.000561412263739"
11962,1010,"4.751709476847225, 4.470978817153991, 4.7, 1.4300417940240784"
16239,1010,"5.7786707159181105, 4.4929767966254985, 1.0, 1.000561412263739"
7869,1010,"5.7786707159181105, 4.4929767966254985, 1.0, 1.000561412263739"
4040,1011,"1.6207826351036942, 6.785741674858173, 4.0, 1.001122824527478"
775,1011,"1.6207826351036942, 6.785741674858173, 4.0, 1.001122824527478"
11963,1012,"6.525373655355338, 5.160267100023702, 0.0, 1.0"
16240,1012,"6.525373655355338, 5.160267100023702, 0.0, 1.0"
4041,1013,"6.929973306906561, 6.148001396437621, 0.0, 1.0"
16241,1013,"6.929973306906561, 6.148001396437621, 0.0, 1.0"
4042,1014,"6.398406086664579, 6.597861139491897, 0.0, 1.0"
11964,1014,"6.398406086664579, 6.597861139491897, 0.0, 1.0"
4043,1015,"5.54764650032763, 7.900497828354219, 4.3, 1.003929885846173"
776,1015,"5.54764650032763, 7.900497828354219, 4.3, 1.003929885846173"
11965,1016,"7.245949075332021, 4.985177703764975, 0.0, 1.0"
16242,1017,"5.283733580550688, 4.753552208477913, 0.0, 1.0"
4047,1018,"6.601673193420993, 6.720562870076947, 0.0, 1.0"
785,1018,"4.450597957258935, 5.634804870743437, 4.5, 1.610816542948038"
786,1018,"6.038720265971847, 5.535558876167443, 4.5, 1.0465972178903376"
787,1018,"7.831524063743586, 4.856568093908891, 4.4, 1.0482814546815544"
788,1018,"4.978208589741428, 6.496885949695979, 4.3, 1.001684236791217"
789,1018,"3.5937722935280476, 6.314092436862438, 4.4, 1.006175534901129"
784,1018,"6.494892508351484, 6.885230492592882, 5.0, 1.000561412263739"
790,1018,"4.878171826798507, 5.789213419208863, 4.4, 1.0336847358243404"
16248,1018,"5.235917331329858, 4.623412076895647, 4.3, 1.1571954338469217"
16247,1018,"5.873604654508199, 7.090873092332458, 3.7, 1.0067369471648682"
16246,1018,"3.220625097901177, 7.617953870140354, 0.0, 1.0"
16245,1018,"4.878171826798507, 5.789213419208863, 4.4, 1.0336847358243404"
16244,1018,"5.832915557118383, 6.899826044868405, 0.0, 1.0"
16243,1018,"8.023046848776403, 6.671132414384374, 0.0, 1.0"
16249,1018,"6.085425954637628, 5.356193503076838, 5.0, 1.001122824527478"
783,1018,"5.636958585745504, 8.24364537789802, 4.3, 1.114528101802757"
782,1018,"4.464502405575217, 6.288302491703462, 4.1, 1.0830890150333727"
781,1018,"4.997244633409537, 6.4308772947265425, 4.4, 1.008982596219824"
7872,1018,"5.702086920384147, 7.117124973803129, 4.3, 1.0224564905495601"
7873,1018,"7.957721720505845, 5.048809635092084, 0.0, 1.0"
7874,1018,"2.27824369036, 6.774516213691868, 4.5, 1.0320004990331233"
7875,1018,"5.735677636941887, 7.020124071460259, 4.0, 1.000561412263739"
7876,1018,"6.452602592586686, 5.363931958280091, 4.0, 1.000561412263739"
7877,1018,"3.5660094304939207, 7.48810725207295, 0.0, 1.0"
4046,1018,"5.585074117289537, 7.907221658844492, 4.0, 1.002807061318695"
7878,1018,"4.878171826798507, 5.789213419208863, 4.4, 1.0336847358243404"
7880,1018,"3.962218307945477, 9.343248385198649, 4.6, 1.0157195433846922"
7881,1018,"4.647190192286075, 2.8445051517480806, 0.0, 1.0"
4045,1018,"4.878171826798507, 5.789213419208863, 4.4, 1.0336847358243404"
4044,1018,"4.603392676182295, 6.569548940312643, 4.2, 1.0684922961761587"
778,1018,"2.356752841135915, 7.8834397058651575, 3.0, 1.000561412263739"
780,1018,"6.260787494205772, 5.425299992886721, 4.6, 2.0605077662029814"
7879,1018,"5.0729549414189705, 6.191470012157424, 3.5, 1.001122824527478"
779,1018,"7.899564023464336, 5.148847870882264, 4.0, 1.0157195433846922"
777,1018,"5.558596742483587, 6.640350286713783, 0.0, 1.0"
11972,1018,"4.525202308073403, 7.464416868769149, 4.2, 1.0533341650552055"
11966,1018,"5.625346610616361, 4.488360703854596, 5.0, 1.002245649054956"
11967,1018,"4.521660022697006, 5.593096518526181, 5.0, 1.000561412263739"
11968,1018,"5.5120556239308485, 4.212292847454364, 4.8, 1.002245649054956"
11969,1018,"4.534033853875144, 5.66021790857576, 0.0, 1.0"
11970,1018,"5.4859591771493115, 6.940868064175902, 0.0, 1.0"
11971,1018,"3.220625097901177, 7.617953870140354, 0.0, 1.0"
11974,1018,"6.198685868644304, 5.154203879338411, 0.0, 1.0"
11973,1018,"4.878171826798507, 5.789213419208863, 4.4, 1.0336847358243404"
4048,1019,"5.27274766235621, 7.405784478231226, 3.0, 1.000561412263739"
791,1019,"5.27274766235621, 7.405784478231226, 3.0, 1.000561412263739"
16250,1020,"3.199405910841733, 6.929024507697022, 5.0, 1.000561412263739"
11975,1020,"3.199405910841733, 6.929024507697022, 5.0, 1.000561412263739"
16251,1021,"6.068880328628666, 5.831399241879353, 4.6, 1.0044912981099121"
11976,1021,"6.068880328628666, 5.831399241879353, 4.6, 1.0044912981099121"
7882,1021,"6.068880328628666, 5.831399241879353, 4.6, 1.0044912981099121"
16252,1022,"4.043075172226338, 8.43886538630818, 4.7, 1.3177593412762771"
4049,1023,"3.8577703754614276, 6.462541598114285, 5.0, 1.001122824527478"
16253,1023,"3.8577703754614276, 6.462541598114285, 5.0, 1.001122824527478"
11977,1023,"3.8577703754614276, 6.462541598114285, 5.0, 1.001122824527478"
792,1023,"3.8577703754614276, 6.462541598114285, 5.0, 1.001122824527478"
4050,1025,"7.023851925259294, 5.6126507322710495, 0.0, 1.0"
4051,1026,"3.7604323322090067, 5.703193519701244, 4.0, 1.000561412263739"
7883,1027,"3.578630692262095, 6.087968480409245, 4.5, 1.192564406462479"
16254,1027,"3.578630692262095, 6.087968480409245, 4.5, 1.192564406462479"
793,1028,"5.593369371673248, 8.137593794192071, 4.2, 1.0123510698022582"
7884,1028,"5.593369371673248, 8.137593794192071, 4.2, 1.0123510698022582"
4052,1028,"5.593369371673248, 8.137593794192071, 4.2, 1.0123510698022582"
16255,1028,"5.593369371673248, 8.137593794192071, 4.2, 1.0123510698022582"
11978,1029,"3.8546930294263575, 6.10752105898132, 5.0, 1.000561412263739"
794,1029,"3.8546930294263575, 6.10752105898132, 5.0, 1.000561412263739"
16257,1029,"3.8546930294263575, 6.10752105898132, 5.0, 1.000561412263739"
7886,1029,"5.2571031440307365, 6.129681738144882, 4.4, 1.0763520678685048"
4053,1029,"3.8546930294263575, 6.10752105898132, 5.0, 1.000561412263739"
7885,1029,"3.8546930294263575, 6.10752105898132, 5.0, 1.000561412263739"
16256,1029,"5.4344993686362955, 7.6172417523926015, 0.0, 1.0"
4054,1030,"5.084555408148503, 5.366414968153549, 5.0, 1.001122824527478"
795,1030,"5.084555408148503, 5.366414968153549, 5.0, 1.001122824527478"
7887,1030,"5.084555408148503, 5.366414968153549, 5.0, 1.001122824527478"
11979,1030,"5.084555408148503, 5.366414968153549, 5.0, 1.001122824527478"
16258,1030,"5.084555408148503, 5.366414968153549, 5.0, 1.001122824527478"
16259,1031,"4.243552642935811, 6.815530435062101, 4.8, 1.010666833011041"
16260,1032,"7.700515895976821, 6.365320765031811, 4.6, 1.003929885846173"
16262,1033,"6.356217444815513, 5.17005197396702, 5.0, 1.000561412263739"
11980,1033,"5.644750923069466, 4.806922612995322, 0.0, 1.0"
7888,1033,"6.547934721800402, 5.150960514120015, 4.6, 1.0123510698022582"
7889,1033,"6.339450857535496, 5.1348573325371945, 4.6, 1.0600711122200737"
7890,1033,"5.357931684861683, 5.586010497264169, 4.5, 1.0634395858025076"
11981,1033,"5.616701500887018, 6.2885265103748225, 4.5, 1.008421183956085"
16264,1033,"5.616701500887018, 6.2885265103748225, 4.5, 1.008421183956085"
16263,1033,"5.165827725652434, 5.6990990470485485, 4.7, 1.008421183956085"
11982,1033,"4.289099435768605, 3.5892347854664877, 0.0, 1.0"
7891,1033,"5.616701500887018, 6.2885265103748225, 4.5, 1.008421183956085"
798,1033,"3.809272828988412, 6.980003472016733, 4.5, 1.0072983594286071"
4055,1033,"4.728378498473489, 6.214364066314829, 4.3, 1.0381760339342523"
4056,1033,"4.2525211386921455, 5.913863458166816, 4.3, 1.014035306593475"
4057,1033,"5.616701500887018, 6.2885265103748225, 4.5, 1.008421183956085"
4058,1033,"6.753048926681856, 4.696734042144271, 4.8, 1.0123510698022582"
16261,1033,"5.54448859549575, 5.978261467943412, 0.0, 1.0"
799,1033,"6.7755397918897415, 4.766537115560595, 4.0, 1.0510885160002494"
797,1033,"5.616701500887018, 6.2885265103748225, 4.5, 1.008421183956085"
796,1033,"1.3265922669947372, 6.595306182015747, 4.6, 1.1701079159129186"
16269,1034,"4.678512603295758, 5.621212496971566, 4.4, 1.003929885846173"
16268,1034,"5.60965720953277, 4.303391593631204, 4.2, 1.0252635518682554"
11992,1034,"4.776446781643983, 4.221707354761747, 0.0, 1.0"
7892,1034,"4.678512603295758, 5.621212496971566, 4.4, 1.003929885846173"
11991,1034,"4.874547831785435, 4.870804725758262, 4.6, 1.007859771692346"
16265,1034,"4.809981107044052, 5.827199300582151, 4.7, 1.00561412263739"
11990,1034,"8.838610296820775, 6.812444864017607, 0.0, 1.0"
11989,1034,"4.855402458321976, 5.637359828219587, 3.0, 1.002807061318695"
11988,1034,"4.677871585441835, 3.7702500478969796, 0.0, 1.0"
11987,1034,"4.678512603295758, 5.621212496971566, 4.4, 1.003929885846173"
11985,1034,"7.536423381231657, 6.002275615458302, 3.6, 1.008421183956085"
16266,1034,"5.113412719978157, 4.41416310357954, 0.0, 1.0"
11986,1034,"4.123095375861055, 7.064301534582228, 0.0, 1.0"
11984,1034,"5.235917331329858, 4.623412076895647, 4.3, 1.1571954338469217"
11983,1034,"6.917250771222598, 4.736222647306477, 2.0, 1.000561412263739"
11993,1034,"5.2843504307656985, 4.801684336979633, 4.5, 1.0404216829892083"
11994,1034,"4.706322650767959, 4.843687837884545, 4.6, 1.7354500654980973"
16267,1034,"5.67949247958046, 5.911574216268264, 5.0, 1.000561412263739"
4059,1037,"6.0596057094447815, 6.370084840939853, 4.8, 1.002807061318695"
11995,1037,"6.0596057094447815, 6.370084840939853, 4.8, 1.002807061318695"
7893,1037,"6.0596057094447815, 6.370084840939853, 4.8, 1.002807061318695"
16270,1037,"6.0596057094447815, 6.370084840939853, 4.8, 1.002807061318695"
16271,1038,"3.5192185796715307, 6.774928277233812, 4.3, 1.002245649054956"
16272,1039,"4.20490168310323, 7.324939083000572, 4.8, 1.002807061318695"
16274,1039,"4.659765420456097, 6.438188969832936, 4.6, 1.0134738943297361"
16273,1039,"5.809446477950189, 5.372032604255082, 0.0, 1.0"
7897,1039,"3.737176158432021, 5.94714331226578, 3.6, 1.003929885846173"
7895,1039,"6.856362130971888, 4.907752272413063, 4.5, 1.0072983594286071"
11997,1039,"5.134067995460441, 7.718099209748061, 4.7, 1.01122824527478"
11996,1039,"7.541064718763437, 6.5430305256779775, 4.4, 1.0123510698022582"
7894,1039,"5.553538800888589, 4.680318542559462, 4.6, 1.0095440084835632"
11998,1039,"5.149607787350249, 6.557344828234591, 4.9, 1.0224564905495601"
11999,1039,"4.4653356137012565, 2.62651290955273, 5.0, 1.000561412263739"
12000,1039,"6.420933778750964, 5.242842508060676, 5.0, 1.001122824527478"
12002,1039,"5.809446477950189, 5.372032604255082, 0.0, 1.0"
12003,1039,"5.414577178204297, 6.230596426547891, 4.0, 1.000561412263739"
12001,1039,"6.4722888608282005, 4.639700850589406, 0.0, 1.0"
12005,1039,"6.597786806898569, 3.4444672157394507, 4.2, 1.0320004990331233"
12006,1039,"6.605052059523928, 5.905739919772941, 3.8, 1.0235793150770383"
7899,1039,"5.809446477950189, 5.372032604255082, 0.0, 1.0"
7898,1039,"3.485907517222529, 6.06595905472841, 0.0, 1.0"
7896,1039,"5.4230956955389615, 5.453148620581715, 4.6, 8.086145592913729"
12004,1039,"5.679996547480187, 8.89723620370637, 0.0, 1.0"
16276,1041,"5.35343074980409, 6.161676346435115, 4.5, 1.001122824527478"
7900,1041,"5.35343074980409, 6.161676346435115, 4.5, 1.001122824527478"
4060,1041,"5.35343074980409, 6.161676346435115, 4.5, 1.001122824527478"
12007,1041,"5.35343074980409, 6.161676346435115, 4.5, 1.001122824527478"
800,1041,"5.35343074980409, 6.161676346435115, 4.5, 1.001122824527478"
16277,1041,"7.337142784073649, 6.103985815421083, 0.0, 1.0"
16275,1041,"5.329814363121898, 6.891060701156448, 4.3, 1.011789657538519"
12008,1042,"5.9003950577816795, 7.973537726297764, 3.5, 1.001122824527478"
801,1042,"5.9003950577816795, 7.973537726297764, 3.5, 1.001122824527478"
7901,1042,"5.9003950577816795, 7.973537726297764, 3.5, 1.001122824527478"
802,1046,"8.03963965922344, 5.070837865260046, 4.4, 1.1263177593412763"
4061,1046,"8.03963965922344, 5.070837865260046, 4.4, 1.1263177593412763"
7902,1047,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
12009,1047,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
803,1047,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
16278,1047,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
4062,1047,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
16279,1050,"5.402901906877787, 7.477827738362521, 3.0, 1.000561412263739"
16280,1051,"5.201812189313102, 7.006041963438975, 5.0, 1.000561412263739"
16281,1052,"5.314061665840711, 5.187577755872326, 4.3, 1.0095440084835632"
7903,1052,"5.314061665840711, 5.187577755872326, 4.3, 1.0095440084835632"
16282,1053,"5.479566261208618, 7.993922607817012, 5.0, 1.000561412263739"
12010,1053,"5.479566261208618, 7.993922607817012, 5.0, 1.000561412263739"
7904,1053,"5.479566261208618, 7.993922607817012, 5.0, 1.000561412263739"
16283,1054,"2.091059571951291, 6.823019526415692, 0.0, 1.0"
16284,1055,"5.495659607115954, 4.105839011243461, 0.0, 1.0"
12011,1057,"3.575423301312128, 7.402731610642377, 0.0, 1.0"
7905,1057,"3.575423301312128, 7.402731610642377, 0.0, 1.0"
16285,1058,"5.5663936831672345, 5.4963106414047616, 3.7, 1.003929885846173"
12012,1058,"5.5663936831672345, 5.4963106414047616, 3.7, 1.003929885846173"
804,1059,"6.454287422278355, 3.5965865223063247, 4.5, 1.00561412263739"
12015,1061,"6.117464188098381, 4.68091538062572, 5.0, 1.001684236791217"
12014,1061,"5.485630036922657, 6.283869538284307, 0.0, 1.0"
7906,1061,"4.617812700797515, 6.288729271800321, 4.7, 1.001684236791217"
7907,1061,"5.485630036922657, 6.283869538284307, 0.0, 1.0"
12013,1061,"4.808610456659608, 6.352377554855138, 0.0, 1.0"
12016,1061,"5.694154180585883, 6.325096332116573, 4.6, 1.0101054207473021"
807,1061,"3.4463347345873103, 6.385847906583422, 0.0, 1.0"
805,1061,"5.485630036922657, 6.283869538284307, 0.0, 1.0"
4071,1061,"1.6207826351036942, 6.785741674858173, 4.0, 1.001122824527478"
806,1061,"4.255990921151408, 6.489678108061526, 4.5, 1.0101054207473021"
16290,1061,"5.485630036922657, 6.283869538284307, 0.0, 1.0"
16286,1061,"3.309276601185843, 6.410198082105808, 4.6, 1.002807061318695"
16287,1061,"5.5489780221535625, 8.173602751668795, 0.0, 1.0"
16288,1061,"3.8472988827260224, 5.695950521851728, 4.8, 1.007859771692346"
16289,1061,"3.849418729920103, 7.019897600029481, 0.0, 1.0"
4072,1061,"6.558263510381494, 5.102332928264559, 0.0, 1.0"
16291,1061,"6.033460927385079, 4.8154050718153485, 0.0, 1.0"
4065,1061,"5.485630036922657, 6.283869538284307, 0.0, 1.0"
4069,1061,"5.0797460479835195, 5.355801879194814, 4.7, 1.001684236791217"
4068,1061,"5.112047823793489, 5.552957114595756, 4.7, 1.3171979290125382"
4067,1061,"4.036544155491242, 6.538979385104085, 4.2, 1.0830890150333727"
4066,1061,"4.296629381583273, 3.550861368143387, 4.2, 1.0398602707254694"
4064,1061,"6.187358150983641, 4.719164524817188, 4.6, 1.002807061318695"
4063,1061,"6.690745904128619, 4.808359112286553, 4.5, 1.002245649054956"
4070,1061,"4.358582548790707, 6.609282003805902, 0.0, 1.0"
16294,1062,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
16295,1062,"5.607914837843396, 5.467166139278106, 4.6, 1.194810055517435"
16292,1062,"3.9054611831272723, 6.436009284510874, 3.7, 1.003368473582434"
7909,1062,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
12020,1062,"5.714780685069513, 6.934943015590989, 0.0, 1.0"
4082,1062,"7.034711251058752, 5.142274476288094, 4.0, 1.006175534901129"
4081,1062,"5.618578520850917, 5.638457846744586, 4.3, 1.0443515688353815"
4080,1062,"5.0694207119221915, 6.516953607695086, 5.0, 1.000561412263739"
4079,1062,"4.696283873855009, 5.5057864676914505, 4.8, 1.0842118395608509"
4078,1062,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
4076,1062,"5.093190160318272, 6.186409152388933, 0.0, 1.0"
4075,1062,"4.432817479980031, 6.14508751853532, 4.9, 1.014035306593475"
4074,1062,"5.799973914294469, 7.893649724732086, 4.4, 1.0387374461979915"
4077,1062,"2.788280996755134, 6.676145036555681, 4.4, 1.0174037801759093"
12019,1062,"5.838017230631408, 6.200740624259879, 3.5, 1.001122824527478"
4073,1062,"5.944384764157633, 4.432546533610775, 0.0, 1.0"
12017,1062,"3.548065533941667, 6.148304720989017, 4.3, 1.008421183956085"
808,1062,"2.580419736905071, 6.616284631256121, 4.4, 1.109475391429106"
809,1062,"3.621334910410212, 5.879202700651376, 4.4, 1.0241407273407772"
16293,1062,"5.607529306459014, 7.971979406633636, 0.0, 1.0"
811,1062,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
12018,1062,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
810,1062,"6.247612678420069, 5.545409974608447, 0.0, 1.0"
7908,1062,"5.621541933730725, 5.7468902420246195, 4.4, 1.0067369471648682"
12028,1063,"5.058347329891433, 7.121983889732519, 4.2, 1.100492795209282"
7913,1063,"5.880677716861328, 5.094051595696783, 5.0, 1.001684236791217"
12021,1063,"5.509010501414593, 6.456539696408299, 4.4, 1.1178965753851913"
12022,1063,"6.841272317503922, 2.098231097334292, 4.5, 1.001122824527478"
12023,1063,"5.675259690232167, 4.7218617423257, 4.1, 1.0044912981099121"
12024,1063,"7.1252731486661105, 5.698794904910528, 0.0, 1.0"
12025,1063,"6.69847839777492, 4.86478401956515, 4.0, 1.003929885846173"
12026,1063,"4.886999920080484, 6.483892866749557, 2.5, 1.001122824527478"
12027,1063,"1.4467986509596926, 6.686479328554242, 0.0, 1.0"
4086,1063,"4.668766139731076, 7.085311052105681, 4.4, 1.0477200424178155"
4092,1063,"6.383272541278359, 6.52018143877217, 0.0, 1.0"
7915,1063,"3.401458881447354, 6.397688192716942, 4.5, 1.001122824527478"
7916,1063,"5.646679730831295, 5.059462785783808, 4.6, 1.0174037801759093"
16296,1063,"5.509010501414593, 6.456539696408299, 4.4, 1.1178965753851913"
7917,1063,"4.991099148058595, 5.243266835398117, 4.5, 1.39523423367226"
7918,1063,"5.485968383868965, 6.007436220766749, 4.3, 1.0348075603518183"
4083,1063,"5.10182376164812, 5.228116141962346, 4.2, 1.00561412263739"
4093,1063,"5.509010501414593, 6.456539696408299, 4.4, 1.1178965753851913"
4084,1063,"5.415935169349154, 5.259607934621272, 0.0, 1.0"
815,1063,"4.651605965187002, 7.903943137411261, 3.8, 1.002807061318695"
4087,1063,"8.136349343861411, 3.2914583751776263, 4.0, 1.002807061318695"
4088,1063,"6.626693604846366, 4.907477563385328, 0.0, 1.0"
4089,1063,"5.50448654955801, 5.205439565785355, 3.8, 1.003368473582434"
4090,1063,"3.845823505905912, 6.125656760335687, 0.0, 1.0"
4091,1063,"3.4811131179769745, 6.939357982109414, 4.7, 1.0336847358243404"
4085,1063,"3.9797156785958236, 7.309615061249133, 0.0, 1.0"
814,1063,"5.509010501414593, 6.456539696408299, 4.4, 1.1178965753851913"
7914,1063,"3.9479444400043917, 5.816645895429929, 0.0, 1.0"
813,1063,"6.971835110208872, 2.1523307889135594, 4.5, 1.4350945043977292"
