,e,feat
4976,2261,"4.354957402937714, 6.01227633220924, 4.5, 1.0640009980662466"
8832,2263,"3.3951971612614784, 6.258414803546202, 5.0, 1.000561412263739"
8833,2263,"6.03442878378587, 5.315370596922548, 0.0, 1.0"
8834,2263,"4.901968895353434, 6.581467714739574, 0.0, 1.0"
17384,2263,"6.03442878378587, 5.315370596922548, 0.0, 1.0"
17383,2263,"5.1645376340648, 8.206710095038716, 4.0, 1.0095440084835632"
17382,2263,"5.718069785656098, 5.174379458741214, 4.8, 1.002807061318695"
17381,2263,"5.579456867477461, 6.011618175163221, 4.4, 1.0303162622419062"
13012,2263,"6.218837076227203, 4.694921453112556, 3.0, 1.001122824527478"
1494,2263,"6.03442878378587, 5.315370596922548, 0.0, 1.0"
1495,2263,"4.713842239022995, 6.407965253668408, 4.9, 1.0421059197804254"
4978,2263,"6.03442878378587, 5.315370596922548, 0.0, 1.0"
4977,2263,"3.7597694483958435, 6.132023305572375, 4.5, 1.0230179028132993"
13010,2263,"6.03442878378587, 5.315370596922548, 0.0, 1.0"
1496,2263,"7.336240525550238, 5.044939181110749, 4.6, 1.0157195433846922"
13011,2263,"6.26559110017098, 4.742495170108214, 4.5, 1.003368473582434"
1493,2263,"4.767826990393587, 5.886233126038633, 4.5, 1.0145967188572143"
13013,2263,"5.042476096095072, 7.486330636842467, 4.5, 1.0157195433846922"
17385,2264,"5.713428448124262, 5.560535322866144, 0.0, 1.0"
17386,2265,"5.285862634464365, 5.633019262062817, 0.0, 1.0"
13014,2265,"5.285862634464365, 5.633019262062817, 0.0, 1.0"
8835,2265,"5.285862634464365, 5.633019262062817, 0.0, 1.0"
1497,2266,"5.5785845307928525, 5.058516838327932, 1.0, 1.000561412263739"
17387,2266,"5.5785845307928525, 5.058516838327932, 1.0, 1.000561412263739"
13015,2266,"5.5785845307928525, 5.058516838327932, 1.0, 1.000561412263739"
4979,2266,"5.5785845307928525, 5.058516838327932, 1.0, 1.000561412263739"
8836,2266,"5.5785845307928525, 5.058516838327932, 1.0, 1.000561412263739"
8837,2267,"7.899615811262208, 5.149584516221694, 0.0, 1.0"
4980,2267,"7.899615811262208, 5.149584516221694, 0.0, 1.0"
13016,2268,"6.133284784936734, 5.428442794978764, 4.4, 1.1353003555611003"
17388,2268,"6.133284784936734, 5.428442794978764, 4.4, 1.1353003555611003"
4981,2268,"6.133284784936734, 5.428442794978764, 4.4, 1.1353003555611003"
1498,2268,"6.133284784936734, 5.428442794978764, 4.4, 1.1353003555611003"
8838,2268,"6.133284784936734, 5.428442794978764, 4.4, 1.1353003555611003"
17389,2269,"5.056947908508164, 5.062989853480303, 4.6, 1.0123510698022582"
1499,2269,"5.056947908508164, 5.062989853480303, 4.6, 1.0123510698022582"
4982,2269,"5.056947908508164, 5.062989853480303, 4.6, 1.0123510698022582"
8839,2269,"5.056947908508164, 5.062989853480303, 4.6, 1.0123510698022582"
8840,2271,"5.60608154979775, 7.74286308398473, 4.0, 1.006175534901129"
13017,2272,"5.5261614692389, 6.796355581403304, 4.4, 1.0785977169234608"
1500,2272,"5.5261614692389, 6.796355581403304, 4.4, 1.0785977169234608"
17390,2272,"5.5261614692389, 6.796355581403304, 4.4, 1.0785977169234608"
4983,2273,"4.19872857759367, 6.44808503552531, 0.0, 1.0"
8841,2273,"4.19872857759367, 6.44808503552531, 0.0, 1.0"
1501,2273,"4.19872857759367, 6.44808503552531, 0.0, 1.0"
13019,2273,"4.19872857759367, 6.44808503552531, 0.0, 1.0"
13018,2273,"6.579426306283324, 5.805283897336267, 0.0, 1.0"
17391,2273,"4.407906398350349, 6.923129709808336, 0.0, 1.0"
17392,2273,"4.19872857759367, 6.44808503552531, 0.0, 1.0"
17393,2273,"5.281290347329843, 4.8314869961518525, 3.1, 1.005052710373651"
17394,2274,"5.69823505906038, 5.606418271202529, 4.2, 1.003368473582434"
8842,2274,"5.69823505906038, 5.606418271202529, 4.2, 1.003368473582434"
1502,2275,"4.4492503236736525, 3.4326555451295917, 4.4, 1.014035306593475"
8843,2275,"4.4492503236736525, 3.4326555451295917, 4.4, 1.014035306593475"
4984,2275,"4.4492503236736525, 3.4326555451295917, 4.4, 1.014035306593475"
13022,2276,"5.9774460943368695, 6.586360151711233, 0.0, 1.0"
13021,2276,"4.408134264661101, 5.903897897630941, 0.0, 1.0"
13020,2276,"4.863477902274383, 4.8522839412132726, 3.8, 1.00561412263739"
17395,2276,"4.408134264661101, 5.903897897630941, 0.0, 1.0"
8844,2276,"4.408134264661101, 5.903897897630941, 0.0, 1.0"
17396,2276,"4.693325064335056, 7.540926603361868, 3.0, 1.002807061318695"
8845,2276,"4.9577593146108825, 7.258052340245513, 0.0, 1.0"
17397,2277,"5.787268641209607, 6.28182557230366, 0.0, 1.0"
13023,2278,"3.36400594600633, 6.715170070233171, 0.0, 1.0"
17398,2279,"4.381458945382974, 7.505041919017003, 0.0, 1.0"
17404,2280,"4.246518357495518, 6.070198240172431, 4.7, 1.0134738943297361"
17403,2280,"1.5851273116696802, 7.063607403735205, 3.0, 1.000561412263739"
17402,2280,"7.023851925259294, 5.6126507322710495, 0.0, 1.0"
17401,2280,"6.435993670380185, 4.326357595391073, 0.0, 1.0"
17400,2280,"5.425092402857842, 6.244133204445234, 0.0, 1.0"
17399,2280,"6.539220561673744, 4.867235961155757, 5.0, 1.001122824527478"
17405,2280,"4.331732301839679, 6.168275086207586, 4.4, 1.00561412263739"
13026,2280,"4.246518357495518, 6.070198240172431, 4.7, 1.0134738943297361"
13043,2280,"4.517903681089365, 6.836958556818217, 4.7, 1.0145967188572143"
13035,2280,"5.3920794079567145, 7.352148358136446, 4.8, 1.1588796706381386"
13034,2280,"4.440254207758528, 6.692962788645218, 4.3, 1.0247021396045162"
13033,2280,"5.224177612966059, 7.328932174940519, 4.3, 1.0067369471648682"
13032,2280,"4.022141393475238, 6.982709682975155, 0.0, 1.0"
13031,2280,"4.234474817384012, 5.971800082685149, 0.0, 1.0"
13030,2280,"1.3630842510747812, 6.654483085091215, 2.0, 1.000561412263739"
13029,2280,"4.929011332576749, 5.623076593945825, 4.4, 1.1448443640446635"
13038,2280,"4.2525211386921455, 5.913863458166816, 4.3, 1.014035306593475"
13039,2280,"6.366627943033336, 4.022987259006186, 0.0, 1.0"
13040,2280,"5.883646883941026, 5.048458072943276, 0.0, 1.0"
13041,2280,"5.275769768073701, 7.370615181979474, 3.0, 1.000561412263739"
13042,2280,"5.371655451304946, 5.7637456030884096, 5.0, 1.001684236791217"
13037,2280,"4.331732301839679, 6.168275086207586, 4.4, 1.00561412263739"
13036,2280,"3.4723114940139226, 6.27955186454642, 4.2, 1.0460358056265984"
13045,2280,"4.839702699678639, 5.660632424876667, 0.0, 1.0"
13027,2280,"4.191221648578107, 6.529116022867356, 0.0, 1.0"
13028,2280,"3.1947749308695848, 6.3677686186902065, 0.0, 1.0"
13046,2280,"6.279263078816484, 3.9389720813323947, 4.6, 1.0134738943297361"
13024,2280,"5.298466633633211, 5.8760378237266195, 4.3, 1.01684236791217"
13025,2280,"2.8548110544569454, 7.723824767253518, 0.0, 1.0"
13044,2280,"6.050662532167507, 4.4912492365785965, 4.2, 1.003368473582434"
13047,2281,"3.97344360085026, 7.241364584391931, 4.5, 1.0044912981099121"
8846,2281,"3.97344360085026, 7.241364584391931, 4.5, 1.0044912981099121"
1504,2282,"4.196955133225742, 6.186647070029039, 0.0, 1.0"
4988,2282,"4.196955133225742, 6.186647070029039, 0.0, 1.0"
4987,2282,"5.131060850662436, 7.058445163254191, 4.0, 1.000561412263739"
4986,2282,"5.087351949235028, 4.358429874388548, 3.5, 1.001122824527478"
4985,2282,"5.509360356760283, 7.749555846192379, 4.9, 1.003929885846173"
13055,2282,"5.580047248373489, 6.021550214657282, 4.4, 1.0376146216705133"
17407,2282,"4.482700637757091, 3.097213747333626, 0.0, 1.0"
17408,2282,"4.196955133225742, 6.186647070029039, 0.0, 1.0"
17409,2282,"5.074341703562709, 6.514405190910338, 4.3, 1.010666833011041"
1503,2282,"7.661311382126712, 5.9539840576103416, 4.4, 1.003929885846173"
17411,2282,"5.129361060051394, 7.670780579706843, 3.5, 1.002245649054956"
17412,2282,"5.059671946677611, 5.991687871677868, 0.0, 1.0"
8847,2282,"4.196955133225742, 6.186647070029039, 0.0, 1.0"
13048,2282,"4.196955133225742, 6.186647070029039, 0.0, 1.0"
13049,2282,"4.701543212441777, 6.378309760046477, 5.0, 1.000561412263739"
13050,2282,"4.301497434585826, 6.1976452421786234, 4.8, 1.003368473582434"
13051,2282,"7.338196953470913, 6.257673252688164, 4.3, 1.0218950782858212"
13052,2282,"1.994634144781969, 6.723007453389982, 4.2, 1.002807061318695"
13053,2282,"5.093961223087035, 5.219661481079356, 4.4, 1.002807061318695"
13054,2282,"4.901968895353434, 6.581467714739574, 0.0, 1.0"
17406,2282,"5.157999712289893, 5.76877784733324, 4.3, 1.0561412263739005"
17410,2282,"3.403467097165901, 5.953562183031863, 4.7, 1.0123510698022582"
1508,2283,"7.336240525550238, 5.044939181110749, 4.6, 1.0157195433846922"
17414,2283,"5.513067212250121, 4.668817554778798, 0.0, 1.0"
1510,2283,"3.9267827949425964, 7.239221690457953, 4.3, 1.00561412263739"
17413,2283,"5.59584713009275, 6.470077291892039, 5.0, 1.000561412263739"
4993,2283,"4.988216293975597, 4.82363571402675, 4.6, 1.002807061318695"
4992,2283,"7.006871281747976, 5.6347803431517605, 4.1, 1.003929885846173"
4991,2283,"5.27398136278623, 7.51231189721716, 4.6, 1.002807061318695"
4990,2283,"6.797487460639616, 2.122235433812648, 4.4, 1.003929885846173"
1511,2283,"5.59584713009275, 6.470077291892039, 5.0, 1.000561412263739"
4989,2283,"5.59584713009275, 6.470077291892039, 5.0, 1.000561412263739"
8848,2283,"4.991099148058595, 5.243266835398117, 4.5, 1.39523423367226"
8849,2283,"5.6231761264645, 5.089769895760583, 0.0, 1.0"
8850,2283,"5.109179930629807, 7.078680426463961, 3.0, 1.000561412263739"
8851,2283,"7.008457139203529, 5.826023611349683, 4.7, 1.008421183956085"
8852,2283,"5.59584713009275, 6.470077291892039, 5.0, 1.000561412263739"
1506,2283,"4.777377811166218, 6.200837917040644, 4.0, 1.001122824527478"
1507,2283,"6.347044099547588, 5.72544249819498, 4.0, 1.000561412263739"
1512,2283,"7.471066029442284, 5.082852297294949, 3.9, 1.010666833011041"
1509,2283,"6.7861585921390315, 2.172069777182969, 5.0, 1.000561412263739"
1505,2283,"1.4248613397693362, 6.74043594251475, 4.6, 1.4277961449691223"
17415,2283,"5.564765244633293, 4.661791217323298, 4.6, 1.0465972178903376"
13056,2283,"4.901968895353434, 6.581467714739574, 0.0, 1.0"
13059,2283,"7.144751114876101, 5.051622132281409, 0.0, 1.0"
13057,2283,"5.59584713009275, 6.470077291892039, 5.0, 1.000561412263739"
13058,2283,"3.073394690152327, 6.410215251419913, 4.6, 1.002807061318695"
4994,2284,"5.142547384236536, 4.757600896292615, 0.0, 1.0"
17416,2284,"5.142547384236536, 4.757600896292615, 0.0, 1.0"
13060,2284,"5.142547384236536, 4.757600896292615, 0.0, 1.0"
8853,2284,"5.142547384236536, 4.757600896292615, 0.0, 1.0"
1513,2285,"4.661689624858184, 3.414120044029687, 5.0, 1.000561412263739"
8854,2286,"5.995143711139065, 4.562782322801013, 5.0, 1.000561412263739"
17423,2286,"6.647623931077419, 3.9836711645727974, 0.0, 1.0"
8855,2286,"4.327973658552082, 2.921238087425536, 0.0, 1.0"
17417,2286,"5.2063683646883305, 5.449705764283863, 4.7, 1.0179651924396482"
8856,2286,"5.031988491600316, 5.683340069336509, 4.4, 1.0814047782421559"
17418,2286,"7.216225181017478, 6.328493403576658, 0.0, 1.0"
17419,2286,"4.372028962805416, 2.9945069095588224, 0.0, 1.0"
17420,2286,"6.457677796780729, 6.371244996030555, 0.0, 1.0"
17421,2286,"1.994634144781969, 6.723007453389982, 4.2, 1.002807061318695"
8857,2286,"6.678475648546282, 4.669137231058357, 4.5, 1.001122824527478"
17422,2286,"4.506862522577194, 2.9580548202577575, 0.0, 1.0"
17424,2286,"5.995143711139065, 4.562782322801013, 5.0, 1.000561412263739"
1514,2286,"5.643180026533173, 4.188765163842845, 4.8, 1.002245649054956"
13066,2286,"6.93069718523725, 4.758392319920404, 0.0, 1.0"
13065,2286,"7.429799210395856, 6.1761852345530315, 4.4, 1.1251949348137982"
13063,2286,"5.090237104998039, 5.406088347840296, 4.4, 1.095440084835631"
13062,2286,"4.285188881607212, 2.891114116800736, 0.0, 1.0"
17425,2286,"5.762983616514532, 6.589851245606496, 4.0, 1.002245649054956"
13061,2286,"4.8134854147019155, 7.621835770331018, 0.0, 1.0"
4995,2286,"4.890177389191592, 5.526229397844872, 3.9, 1.003929885846173"
4996,2286,"5.995143711139065, 4.562782322801013, 5.0, 1.000561412263739"
4997,2286,"5.556696705720526, 4.679333350956767, 4.5, 1.1970557045723909"
1519,2286,"6.610380448507897, 6.416769841527184, 3.7, 1.00561412263739"
1518,2286,"4.530435177341133, 7.701839869164132, 4.3, 1.0617553490112905"
1517,2286,"5.995143711139065, 4.562782322801013, 5.0, 1.000561412263739"
1516,2286,"6.755043332320838, 5.8557919318939184, 4.3, 1.001684236791217"
1515,2286,"5.977904128638215, 6.58167946961521, 4.3, 1.008421183956085"
13067,2286,"8.095026133657257, 3.2621086588667367, 0.0, 1.0"
13064,2286,"5.995143711139065, 4.562782322801013, 5.0, 1.000561412263739"
4998,2287,"4.956351837347881, 5.402955356785242, 5.0, 1.00561412263739"
17426,2287,"4.956351837347881, 5.402955356785242, 5.0, 1.00561412263739"
1520,2287,"4.956351837347881, 5.402955356785242, 5.0, 1.00561412263739"
13068,2287,"4.956351837347881, 5.402955356785242, 5.0, 1.00561412263739"
4999,2287,"4.443772325495786, 7.550104010615314, 4.0, 1.000561412263739"
8858,2287,"4.956351837347881, 5.402955356785242, 5.0, 1.00561412263739"
8859,2287,"4.754749996004023, 5.584022944744447, 4.5, 1.0235793150770383"
8860,2288,"8.095026133657257, 3.2621086588667367, 0.0, 1.0"
5000,2288,"8.095026133657257, 3.2621086588667367, 0.0, 1.0"
13069,2289,"5.75933775554239, 4.837084192593693, 3.0, 1.000561412263739"
8861,2289,"5.75933775554239, 4.837084192593693, 3.0, 1.000561412263739"
13070,2291,"3.2418857151989187, 7.647297863346694, 0.0, 1.0"
1521,2291,"3.2418857151989187, 7.647297863346694, 0.0, 1.0"
17427,2292,"5.001197768649149, 5.160646460109774, 4.4, 1.0101054207473021"
8862,2292,"5.001197768649149, 5.160646460109774, 4.4, 1.0101054207473021"
13071,2292,"5.001197768649149, 5.160646460109774, 4.4, 1.0101054207473021"
13072,2293,"1.7717060882628743, 6.934373975461995, 4.2, 1.0342461480880794"
8863,2295,"5.1714875565429566, 5.9701616395550445, 0.0, 1.0"
5001,2295,"5.1714875565429566, 5.9701616395550445, 0.0, 1.0"
1522,2295,"5.1714875565429566, 5.9701616395550445, 0.0, 1.0"
17428,2295,"5.1714875565429566, 5.9701616395550445, 0.0, 1.0"
13073,2295,"5.1714875565429566, 5.9701616395550445, 0.0, 1.0"
8864,2296,"5.319393507344671, 5.797460413148201, 5.0, 1.001684236791217"
17429,2296,"5.319393507344671, 5.797460413148201, 5.0, 1.001684236791217"
1523,2297,"4.882306794750832, 7.837112808117581, 5.0, 1.000561412263739"
5002,2297,"4.882306794750832, 7.837112808117581, 5.0, 1.000561412263739"
8865,2297,"4.882306794750832, 7.837112808117581, 5.0, 1.000561412263739"
17430,2297,"4.882306794750832, 7.837112808117581, 5.0, 1.000561412263739"
13074,2297,"4.882306794750832, 7.837112808117581, 5.0, 1.000561412263739"
17431,2298,"7.817232933203343, 5.05021588368686, 0.0, 1.0"
13075,2299,"6.073634448476014, 5.544567043038114, 4.5, 1.1459671885721414"
17432,2299,"6.073634448476014, 5.544567043038114, 4.5, 1.1459671885721414"
5003,2299,"6.073634448476014, 5.544567043038114, 4.5, 1.1459671885721414"
8866,2299,"6.073634448476014, 5.544567043038114, 4.5, 1.1459671885721414"
13076,2300,"3.3904936783720245, 5.897666254148817, 4.0, 1.002807061318695"
1524,2300,"3.3904936783720245, 5.897666254148817, 4.0, 1.002807061318695"
5004,2300,"3.3904936783720245, 5.897666254148817, 4.0, 1.002807061318695"
8867,2303,"6.164968559691772, 5.511937170120746, 4.4, 1.1195808121764081"
1525,2303,"6.164968559691772, 5.511937170120746, 4.4, 1.1195808121764081"
17433,2303,"6.164968559691772, 5.511937170120746, 4.4, 1.1195808121764081"
13077,2303,"6.164968559691772, 5.511937170120746, 4.4, 1.1195808121764081"
17434,2304,"6.853424036571084, 5.782494494236744, 0.0, 1.0"
1526,2305,"4.358934705816409, 6.614803164713294, 4.4, 1.1105982159565841"
17435,2306,"5.738257820117212, 4.795382381067611, 4.3, 1.003368473582434"
5005,2306,"5.738257820117212, 4.795382381067611, 4.3, 1.003368473582434"
8868,2306,"5.738257820117212, 4.795382381067611, 4.3, 1.003368473582434"
13078,2306,"5.738257820117212, 4.795382381067611, 4.3, 1.003368473582434"
5006,2307,"4.4898312421078685, 2.7502709617569963, 4.3, 1.1437215395171854"
17436,2308,"5.540681616930044, 5.989848302295286, 4.8, 1.002807061318695"
13079,2308,"5.540681616930044, 5.989848302295286, 4.8, 1.002807061318695"
8869,2308,"5.540681616930044, 5.989848302295286, 4.8, 1.002807061318695"
1527,2308,"5.540681616930044, 5.989848302295286, 4.8, 1.002807061318695"
5007,2308,"5.540681616930044, 5.989848302295286, 4.8, 1.002807061318695"
13080,2309,"3.1133725684508704, 6.9744242624756225, 4.8, 1.002807061318695"
17437,2310,"3.3354708693635757, 6.6799280087927855, 0.0, 1.0"
5008,2311,"3.8587014049837194, 7.3893289169132, 3.3, 1.003929885846173"
5009,2312,"6.363365311765676, 4.475985716220521, 0.0, 1.0"
13081,2312,"6.363365311765676, 4.475985716220521, 0.0, 1.0"
8870,2312,"6.363365311765676, 4.475985716220521, 0.0, 1.0"
17438,2312,"6.363365311765676, 4.475985716220521, 0.0, 1.0"
8871,2314,"3.6420488787301792, 5.837802578503897, 4.0, 1.000561412263739"
8875,2314,"4.888809040487047, 5.694185352830573, 4.6, 1.3143908676938432"
13082,2314,"5.1160999312691615, 5.618142460068157, 4.0, 1.0095440084835632"
8874,2314,"6.292623179834607, 5.619740023878876, 4.4, 1.008421183956085"
8873,2314,"5.506292217444695, 5.283232093427159, 0.0, 1.0"
8872,2314,"4.752977702475789, 6.616278090564947, 4.4, 1.0522113405277276"
8877,2314,"6.205895880952028, 5.84215540845662, 4.0, 1.003929885846173"
8878,2314,"5.33685059859647, 7.640197943115936, 4.3, 1.001684236791217"
8876,2314,"6.669967488771249, 5.50642909059593, 5.0, 1.000561412263739"
13083,2314,"6.23894685357152, 5.7744183758536565, 4.4, 1.002807061318695"
17441,2314,"7.421044770870878, 5.143036466805597, 0.0, 1.0"
13084,2314,"4.752977702475789, 6.616278090564947, 4.4, 1.0522113405277276"
5010,2314,"4.752977702475789, 6.616278090564947, 4.4, 1.0522113405277276"
1529,2314,"4.752977702475789, 6.616278090564947, 4.4, 1.0522113405277276"
17439,2314,"4.752977702475789, 6.616278090564947, 4.4, 1.0522113405277276"
17440,2314,"5.528723238975033, 7.485989703316818, 0.0, 1.0"
1528,2314,"6.275812860636506, 5.809081586128514, 5.0, 1.000561412263739"
5011,2315,"5.691455460895384, 4.6404039748867945, 3.9, 1.0067369471648682"
1531,2315,"5.691455460895384, 4.6404039748867945, 3.9, 1.0067369471648682"
1530,2315,"3.8812337004299025, 5.679469615355629, 4.4, 1.003929885846173"
17443,2316,"5.467889839042186, 6.282051226147814, 4.7, 1.001684236791217"
17444,2316,"4.838312485014853, 6.08027744521678, 4.5, 1.002245649054956"
17445,2316,"5.698164857823258, 4.136240143655186, 4.6, 1.006175534901129"
17446,2316,"4.768091683582838, 6.8802530266366375, 4.5, 1.010666833011041"
17447,2316,"4.844501702283992, 7.512804084225536, 0.0, 1.0"
17448,2316,"4.388680466090079, 2.7204225177463286, 0.0, 1.0"
13088,2316,"4.13041241628423, 6.187365728467967, 4.3, 1.1757220385503087"
17442,2316,"5.777511820085238, 5.352139092157586, 5.0, 1.001684236791217"
13085,2316,"4.374164921758734, 7.074976760106665, 3.0, 1.000561412263739"
13086,2316,"4.019509422501983, 5.998898983658364, 5.0, 1.000561412263739"
13087,2316,"5.167594264980835, 4.4218909301598615, 0.0, 1.0"
13089,2316,"5.777511820085238, 5.352139092157586, 5.0, 1.001684236791217"
17449,2317,"5.916953343030173, 7.124816826581991, 4.0, 1.00561412263739"
17450,2318,"5.352965810462933, 5.547296964001816, 4.4, 1.0067369471648682"
5012,2319,"3.161549030577021, 7.887625748193614, 4.1, 1.0516499282639886"
1532,2319,"3.161549030577021, 7.887625748193614, 4.1, 1.0516499282639886"
17451,2320,"3.8289084602719186, 6.354531077412503, 3.6, 1.003929885846173"
13090,2321,"6.033795821811566, 5.549037605431067, 4.0, 1.001122824527478"
8879,2321,"6.033795821811566, 5.549037605431067, 4.0, 1.001122824527478"
17452,2321,"6.033795821811566, 5.549037605431067, 4.0, 1.001122824527478"
8880,2322,"5.459228617553379, 6.812127640497465, 4.8, 1.003368473582434"
5013,2323,"4.565532343397763, 6.299205823831244, 5.0, 1.001122824527478"
17455,2323,"4.094360053066453, 7.326268478474276, 4.5, 1.0533341650552055"
5014,2323,"6.32753966401873, 5.116487801474705, 3.8, 1.002245649054956"
13092,2323,"4.363333216118008, 6.236068532271702, 0.0, 1.0"
13091,2323,"4.565532343397763, 6.299205823831244, 5.0, 1.001122824527478"
17453,2323,"4.360216741524482, 6.283019248436403, 0.0, 1.0"
17454,2323,"4.565532343397763, 6.299205823831244, 5.0, 1.001122824527478"
17456,2323,"6.319163850838322, 5.083983019275593, 5.0, 1.0729835942860708"
17457,2323,"6.996229464699525, 6.169834223457883, 0.0, 1.0"
8881,2323,"4.565532343397763, 6.299205823831244, 5.0, 1.001122824527478"
1533,2324,"5.251480140018771, 5.204071743750774, 4.4, 1.1184579876489302"
5015,2324,"5.251480140018771, 5.204071743750774, 4.4, 1.1184579876489302"
13093,2325,"6.507777312468988, 4.098115272595578, 0.0, 1.0"
13094,2327,"7.216225181017478, 6.328493403576658, 0.0, 1.0"
1534,2328,"5.842363953135305, 6.626660620160919, 0.0, 1.0"
5016,2328,"5.842363953135305, 6.626660620160919, 0.0, 1.0"
17458,2328,"5.842363953135305, 6.626660620160919, 0.0, 1.0"
13095,2328,"5.842363953135305, 6.626660620160919, 0.0, 1.0"
8882,2328,"5.842363953135305, 6.626660620160919, 0.0, 1.0"
13096,2329,"7.418866230839228, 5.823020616530812, 4.2, 1.0381760339342523"
17459,2330,"6.452115787286459, 5.031231527657383, 0.0, 1.0"
17460,2331,"7.693659191535005, 6.660597813719505, 4.4, 1.1077911546378891"
8883,2333,"4.81719572271146, 6.174510000035298, 4.5, 1.001122824527478"
17461,2333,"4.81719572271146, 6.174510000035298, 4.5, 1.001122824527478"
13097,2333,"4.81719572271146, 6.174510000035298, 4.5, 1.001122824527478"
5017,2333,"4.81719572271146, 6.174510000035298, 4.5, 1.001122824527478"
1535,2333,"4.81719572271146, 6.174510000035298, 4.5, 1.001122824527478"
17463,2334,"6.52097859757356, 2.1598468606180177, 0.0, 1.0"
17462,2334,"5.503829419944566, 5.660966817711142, 4.7, 1.0308776745056454"
13098,2334,"6.2081331138213045, 6.0233791554167055, 4.5, 1.0072983594286071"
13099,2334,"5.503829419944566, 5.660966817711142, 4.7, 1.0308776745056454"
13100,2335,"6.8764270255582005, 6.829828385890778, 5.0, 1.000561412263739"
5018,2337,"5.917688729760357, 5.06576801204119, 4.7, 2.266546066995197"
1536,2337,"5.917688729760357, 5.06576801204119, 4.7, 2.266546066995197"
13101,2338,"4.870079120246601, 7.24924693480034, 5.0, 1.005052710373651"
17464,2339,"6.773678883685193, 6.662403044473649, 0.0, 1.0"
13102,2340,"3.5733368284767835, 6.094366093929011, 5.0, 1.003929885846173"
17465,2340,"3.5733368284767835, 6.094366093929011, 5.0, 1.003929885846173"
13104,2341,"4.809073094320809, 5.831857090259064, 0.0, 1.0"
13105,2341,"5.631309112414556, 4.126701363216171, 2.5, 1.001122824527478"
13103,2341,"8.018497578440929, 3.5213693918001354, 5.0, 1.000561412263739"
17467,2341,"6.105455173185362, 5.069250112486088, 5.0, 1.000561412263739"
17466,2341,"4.809073094320809, 5.831857090259064, 0.0, 1.0"
1537,2342,"4.410425587008149, 7.210598808449504, 4.0, 1.000561412263739"
13106,2342,"4.410425587008149, 7.210598808449504, 4.0, 1.000561412263739"
17472,2343,"5.550087431868633, 6.610501842703343, 4.0, 1.001684236791217"
17471,2343,"6.525106660486131, 5.685803457136672, 0.0, 1.0"
17470,2343,"5.482792065597778, 4.865219793112374, 4.0, 1.001122824527478"
13107,2343,"6.055232517622073, 5.73047228968062, 4.3, 1.002245649054956"
13108,2343,"7.804979940220221, 6.349713040802499, 0.0, 1.0"
13109,2343,"5.680651375413618, 4.8003990911709025, 3.9, 1.0095440084835632"
13110,2343,"4.609333312021363, 6.107387792399322, 0.0, 1.0"
13111,2343,"4.847200421974605, 7.220703358672154, 4.0, 1.000561412263739"
13113,2343,"6.206212361939038, 3.8118357621551695, 3.8, 1.0157195433846922"
13114,2343,"6.1304514169717095, 4.691602869946109, 5.0, 1.001122824527478"
13115,2343,"5.957447948467916, 5.437502469792207, 0.0, 1.0"
13116,2343,"5.240887809088406, 6.075575505874667, 4.4, 1.0190880169671261"
13117,2343,"4.81955954797553, 6.357905256453478, 4.4, 1.0331233235606014"
17469,2343,"6.559025366430603, 4.874873853232657, 4.7, 1.007859771692346"
13119,2343,"5.495144030816903, 4.713946688461419, 3.7, 1.01122824527478"
13120,2343,"3.9930930422133883, 6.107315027210689, 4.7, 1.00561412263739"
13122,2343,"5.129786870834096, 8.090123093081957, 4.4, 1.0185266047033872"
17468,2343,"5.957447948467916, 5.437502469792207, 0.0, 1.0"
13112,2343,"6.542364656426287, 6.284155693521598, 4.5, 1.201547002682303"
13118,2343,"1.2594706775568625, 6.791541632725284, 5.0, 1.001122824527478"
13121,2343,"5.750604031136618, 5.0661751700645254, 0.0, 1.0"
8893,2343,"5.603831657688943, 6.061793452059646, 4.3, 1.1077911546378891"
8896,2343,"6.509000655339378, 3.7086334670266297, 5.0, 1.000561412263739"
8895,2343,"6.647595160078538, 2.251660994888198, 4.3, 1.0157195433846922"
8894,2343,"4.510324249156781, 3.1136905658979686, 0.0, 1.0"
8892,2343,"4.09652708469855, 6.52311493874754, 5.0, 1.001122824527478"
8891,2343,"5.957447948467916, 5.437502469792207, 0.0, 1.0"
8890,2343,"6.051555583971378, 4.269560686303748, 5.0, 1.000561412263739"
8888,2343,"5.206401739046953, 7.008242906007126, 5.0, 1.000561412263739"
8889,2343,"6.068880328628666, 5.831399241879353, 4.6, 1.0044912981099121"
8887,2343,"3.3770219458784823, 6.9159202330010885, 4.3, 1.0494042792090326"
8886,2343,"4.81955954797553, 6.357905256453478, 4.4, 1.0331233235606014"
8885,2343,"4.44116106964168, 7.250921351731904, 4.6, 1.0044912981099121"
8884,2343,"4.451917970685486, 8.024762784121322, 4.5, 1.0802819537146777"
13123,2344,"3.3980639035851254, 6.840061297176817, 0.0, 1.0"
5019,2344,"3.3980639035851254, 6.840061297176817, 0.0, 1.0"
8897,2344,"3.3980639035851254, 6.840061297176817, 0.0, 1.0"
1538,2344,"3.3980639035851254, 6.840061297176817, 0.0, 1.0"
17473,2344,"3.3980639035851254, 6.840061297176817, 0.0, 1.0"
5020,2345,"5.203872192829522, 6.4856024398955014, 0.0, 1.0"
1539,2345,"5.203872192829522, 6.4856024398955014, 0.0, 1.0"
